Population Definition Reported,Cell Number Unit,Count,Unique_Studies,Unique_Patients,Unique_Timepoints,Timepoints_List,Study_IDs_List
sing/WBC/lymono/Slan/DR2,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymono/Slan/CX3CR1-2,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymono/Slan/CD86-2,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymono/Slan/CD40,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymono/Slan/CD2,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymono/Slan/CD11b,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymono/Slan,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/Lin1-DR+/Q3: CD11c+, BDCA2/CD86+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD8/ICOS+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/Lin1-DR+/Q3: CD11c+, BDCA2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/Lin1-DR+/Q1: CD11c, BDCA2+/Q18: CD2+DR+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/Lin1-DR+/Q1: CD11c, BDCA2+/CD86+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/Lin1-DR+/Q1: CD11c, BDCA2+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/Lin1-DR+/Q15: CD1c+, BDCA-2/Q18: CD2+DR+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/Lin1-DR+/Q15: CD1c+, BDCA-2/CD86+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/Lin1-DR+/Q15: CD1c+, BDCA-2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/Lin1-DR+/Q11: BDCA-3+, BDCA-2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TH/ICOS+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD19/trans/CD86,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/CD161,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/Th1-17/CD161,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/Th1-17/CCR4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/Th1-17,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD4/TH/Q4: CCR6, CD161",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD4/TH/Q3: CCR6+, CD161",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD4/TH/Q2: CCR6+, CD161+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD4/TH/Q1: CCR6, CD161+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/CCR4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD19,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD19/trans,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/2/CD161,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/2/CCR4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/2,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/17/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/17/CD161,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/17/CCR4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/17,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/Th1-17/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/2/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD19/CD27,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/CD27/Q2: CD138+, CD38+/CD86",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/Q8: CD27, IgD/CD86",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD19/CD27/PB,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/Q8: CD27, IgD",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/Q7: CD27+, IgD/CD86",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/Q7: CD27+, IgD",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/Q6: CD27+, IgD+/CD86",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/Q6: CD27+, IgD+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/Q5: CD27, IgD+/CD86",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/Q5: CD27, IgD+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/Q3: CD19+, CD20",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/Q2: CD19+, CD20+/CD86",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/Q2: CD19+, CD20+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD19/CD86,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/Q3: CD19+, CD20/CD86",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymo/CD19/CD27/Q2: CD138+, CD38+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD19/CD27/PB/CD86,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/CD45+/CD3+/CD4/TFH/2/ICOS,Freq. of Parent",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/17/ICOS,Freq. of Parent",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/CM,Freq. of,CD4",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/EM,Freq. of,CD4",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/ICOS,Freq. of,CD4",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/Naive,Freq. of,CD4",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH,Freq. of,CD4",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/1,Freq. of,TFH",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/non TFH/Q2: CCR6+,, CXCR3+/ICOS,Freq. of,Q2: CCR6+, CXCR3+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/1/ICOS,Freq. of Parent",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/17,Freq. of,TFH",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/2,Freq. of,TFH",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/ICOS,Freq. of,TFH",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/non TFH/Q2: CCR6+,, CXCR3+,Freq. of,CD4",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/non TFH/2/ICOS,Freq. of,2",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/non TFH/17/ICOS,Freq. of,17",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/non TFH/1/ICOS,Freq. of,1",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/non TFH/1,Freq. of,CD4",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/non TFH,Freq. of,CD4",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/Teff,Freq. of,CD4",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4+/CD127loCD25+,Freq. of,CD4+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/Q2: CCR6+,, CXCR3+/ICOS,Freq. of,Q2: CCR6+, CXCR3+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/Q2: CCR6+,, CXCR3+,Freq. of,TFH",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4,Freq. of,CD45+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/CD2+,Freq. of,CD1c+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4+,Freq. of,CD45+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+,Freq. of,CD45+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/CD2+,Freq. of,Q3: BDCA-2+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+,Freq. of,sWBC",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/Q4: CD2-,, CD86-,Freq. of,Q1:BDCA-3+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/Q3: CD2+,, CD86-,Freq. of,Q1:BDCA-3+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/Q2: CD2+,, CD86+,Freq. of,Q1:BDCA-3+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/Q1: CD2-,, CD86+,Freq. of,Q1:BDCA-3+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/CD2-,Freq. of,Q1:BDCA-3+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/CD2+,Freq. of,Q1:BDCA-3+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+,Freq. of,sWBC",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD8/CM,Freq. of,CD8",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/Q1: CD2-,, CD86+,Freq. of,Q3: BDCA-2+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/CD2-,Freq. of,Q3: BDCA-2+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/Q2: CD2+,, CD86+,Freq. of,Q3: BDCA-2+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/Q3: CD2+,, CD86-,Freq. of,Q3: BDCA-2+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/Q4: CD2-,, CD86-,Freq. of,Q3: BDCA-2+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+,Freq. of,sWBC",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/CD2-,Freq. of,CD1c+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/Q1: CD2-,, CD86+,Freq. of,CD1c+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/Q2: CD2+,, CD86+,Freq. of,CD1c+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/Q3: CD2+,, CD86-,Freq. of,CD1c+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/Q4: CD2-,, CD86-,Freq. of,CD1c+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD8,Freq. of,CD45+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nCD19hi,Freq. of,CD19+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD8/EM,Freq. of,CD8",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14dimCD16+/CD86+,Freq. of,CD14dimCD16+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+,Freq. of,WBC",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/n transitional,Freq. of Parent",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ1: CD27-,, IgD+,Freq. of,CD19+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD20+,Freq. of,CD19+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+,Freq. of,CD19+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+/Plasmacell,Freq. of,CD19+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+/nPlasmablast,Freq. of,CD19+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ2: CD27+,, IgD+,Freq. of,CD19+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ3: CD19+,, CD20-,Freq. of,CD19+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ3: CD27+,, IgD-,Freq. of,CD19+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ4: CD27-,, IgD-,Freq. of,CD19+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+,Freq. of,WBC",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q10: Slan+,, CD86+,Freq. of,Slan+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q11: Slan+,, CD86-,Freq. of,Slan+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q14: Slan+,, CD14+,Freq. of,Slan+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q15: Slan+,, CD14-,Freq. of,Slan+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q2: Slan+,, CD11b+,Freq. of,Slan+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q3: Slan+,, CD11b-,Freq. of,Slan+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q6: Slan+,, CD2+,Freq. of,Slan+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q7: Slan+,, CD2-,Freq. of,Slan+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD8/ICOS,Freq. of,CD8",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/dn,Freq. of,2-CD14+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14dimCD16+/CD62L+,Freq. of,CD14dimCD16+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14dimCD16+/CD40+,Freq. of,CD14dimCD16+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16+/CD11b+,Freq. of,CD14+CD16+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD8/Naive,Freq. of,CD8",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD8/Teff,Freq. of,CD8",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-grans/Neu-CD45/Neutr,Freq. of,2-WBC",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q1: CD16-,, CD11b+,Freq. of,Neutr",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q3: CD16+,, CD11b-,Freq. of,Neutr",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q4: CD16-,, CD11b-,Freq. of,Neutr",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+,Freq. of,2-WBC",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14dimCD16+/CD11b+,Freq. of,CD14dimCD16+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16+,Freq. of,2-CD14+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q2: CD16+,, CD11b+,Freq. of,Neutr",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16+/CD40+,Freq. of,CD14+CD16+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16-/CD62L+,Freq. of,CD14+CD16-",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16+/CD62L+,Freq. of,CD14+CD16+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16+/CD86+,Freq. of,CD14+CD16+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16-,Freq. of,2-CD14+",cells/ul,144,1,18,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
