mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_classify__criterion,param_classify__max_features,param_classify__n_estimators,param_classify__n_jobs,param_classify__random_state,param_impute,param_select,param_transform,param_select__k,param_transform__n_components,params,split0_test_f1_weighted_scorer,split1_test_f1_weighted_scorer,split2_test_f1_weighted_scorer,split3_test_f1_weighted_scorer,split4_test_f1_weighted_scorer,split5_test_f1_weighted_scorer,split6_test_f1_weighted_scorer,mean_test_f1_weighted_scorer,std_test_f1_weighted_scorer,rank_test_f1_weighted_scorer,split0_test_roc_auc_scorer,split1_test_roc_auc_scorer,split2_test_roc_auc_scorer,split3_test_roc_auc_scorer,split4_test_roc_auc_scorer,split5_test_roc_auc_scorer,split6_test_roc_auc_scorer,mean_test_roc_auc_scorer,std_test_roc_auc_scorer,rank_test_roc_auc_scorer,split0_test_accuracy_scorer,split1_test_accuracy_scorer,split2_test_accuracy_scorer,split3_test_accuracy_scorer,split4_test_accuracy_scorer,split5_test_accuracy_scorer,split6_test_accuracy_scorer,mean_test_accuracy_scorer,std_test_accuracy_scorer,rank_test_accuracy_scorer
0.13468878609793528,0.012307176156537538,0.06302033151899065,0.008354412922959825,,gini,sqrt,100,2,42,,,,,,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 100, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.5147272727272727,0.4258373205741627,0.6763440860215054,0.7489177489177489,0.6760162601626016,0.6,0.6,0.6059775269147559,0.10080911831454854,1,0.5463659147869675,0.39555555555555555,0.5203761755485894,0.7566666666666667,0.7365728900255755,0.6393861892583121,0.5018115942028986,0.5852478551492236,0.12181927633581267,23,0.575,0.4666666666666667,0.7,0.7714285714285715,0.675,0.6,0.6,0.6268707482993198,0.09130895205733496,1
0.14947935513087682,0.013005076034642517,0.057111569813319614,0.005709175458001485,,gini,sqrt,100,2,42,SimpleImputer(strategy='median'),,,,,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 100, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.5147272727272727,0.4258373205741627,0.6763440860215054,0.7489177489177489,0.6760162601626016,0.6,0.6,0.6059775269147559,0.10080911831454854,1,0.5463659147869675,0.39555555555555555,0.5203761755485894,0.7566666666666667,0.7365728900255755,0.6393861892583121,0.5018115942028986,0.5852478551492236,0.12181927633581267,23,0.575,0.4666666666666667,0.7,0.7714285714285715,0.675,0.6,0.6,0.6268707482993198,0.09130895205733496,1
0.6902296883719308,0.011360698395489432,0.19336189542497909,0.015615897873505218,,gini,sqrt,500,2,42,,,,,,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 500, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.5333333333333333,0.4505494505494506,0.6700161420500403,0.7489177489177489,0.5959899749373434,0.6020202020202021,0.5666710717589533,0.5953568462238674,0.08851047888066893,3,0.5588972431077694,0.37555555555555553,0.4670846394984326,0.73,0.7301790281329923,0.5703324808184143,0.5,0.5617212781590234,0.12200770207711532,87,0.6,0.5,0.675,0.7714285714285715,0.6,0.6,0.5714285714285714,0.6168367346938776,0.0791425045513191,3
0.6737978117806571,0.03568559187910528,0.2051372868674142,0.024787947546753262,,gini,sqrt,500,2,42,SimpleImputer(strategy='median'),,,,,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 500, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.5333333333333333,0.4505494505494506,0.6700161420500403,0.7489177489177489,0.5959899749373434,0.6020202020202021,0.5666710717589533,0.5953568462238674,0.08851047888066893,3,0.5588972431077694,0.37555555555555553,0.4670846394984326,0.73,0.7301790281329923,0.5703324808184143,0.5,0.5617212781590234,0.12200770207711532,87,0.6,0.5,0.675,0.7714285714285715,0.6,0.6,0.5714285714285714,0.6168367346938776,0.0791425045513191,3
0.41384812763759066,0.01426373622351346,0.11629506519862584,0.010853731783775336,,gini,sqrt,300,2,42,,,,,,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 300, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.5333333333333333,0.4505494505494506,0.6383333333333334,0.7113702623906706,0.6186360779384035,0.6020202020202021,0.5752380952380952,0.5899258221147842,0.07644494198819765,5,0.5902255639097744,0.37111111111111106,0.4655172413793103,0.7383333333333333,0.7544757033248082,0.5895140664961637,0.49094202898550726,0.5714455783628581,0.13085774191340716,65,0.6,0.5,0.65,0.7428571428571429,0.625,0.6,0.5714285714285714,0.6127551020408164,0.06887944063923462,6
0.42889489446367535,0.023829534444452575,0.12292064939226423,0.008166695803993458,,gini,sqrt,300,2,42,SimpleImputer(strategy='median'),,,,,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 300, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.5333333333333333,0.4505494505494506,0.6383333333333334,0.7113702623906706,0.6186360779384035,0.6020202020202021,0.5752380952380952,0.5899258221147842,0.07644494198819765,5,0.5902255639097744,0.37111111111111106,0.4655172413793103,0.7383333333333333,0.7544757033248082,0.5895140664961637,0.49094202898550726,0.5714455783628581,0.13085774191340716,65,0.6,0.5,0.65,0.7428571428571429,0.625,0.6,0.5714285714285714,0.6127551020408164,0.06887944063923462,6
0.4568729741232736,0.032097072659730025,0.14168609891619002,0.017194844164646412,,gini,sqrt,300,2,42,,SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),,10.0,,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 300, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 10, 'transform': None}",0.49615384615384617,0.3333333333333333,0.5679487179487179,0.7052947052947053,0.6517543859649122,0.6692231731402238,0.6571428571428571,0.5829787169969423,0.12113569497948751,7,0.6015037593984962,0.39555555555555555,0.45297805642633227,0.7233333333333334,0.6547314578005115,0.6751918158567776,0.6721014492753623,0.5964850610923385,0.11488368790312609,14,0.55,0.5,0.55,0.7142857142857143,0.65,0.675,0.6571428571428571,0.6137755102040817,0.07379815894196587,5
0.464174747467041,0.037389977363527616,0.13279094014848983,0.019868693341385905,,gini,,300,2,42,,SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),"PCA(random_state=42, svd_solver='full')",30.0,2.0,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': None, 'classify__n_estimators': 300, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 30, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 2}",0.5786666666666667,0.625,0.5607142857142857,0.5166725166725167,0.5731394621638524,0.5774041483343809,0.61,0.577371011364529,0.03232537935791919,8,0.6403508771929824,0.6911111111111111,0.4184952978056426,0.5483333333333333,0.5959079283887467,0.6074168797953965,0.6884057971014492,0.5985744606755231,0.08735473182195962,13,0.6,0.6666666666666666,0.55,0.5142857142857142,0.575,0.575,0.6,0.5829931972789115,0.04394276122476423,28
0.2131819725036621,0.0058368648484318116,0.054469789777483256,0.0052562528790243155,,gini,sqrt,100,2,42,SimpleImputer(strategy='median'),SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),,50.0,,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 100, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 50, 'transform': None}",0.475,0.4505494505494506,0.6383333333333334,0.7228756442447468,0.65,0.5763492063492064,0.5186031746031746,0.5759586870114158,0.09271095268749877,9,0.5802005012531328,0.3933333333333333,0.49686520376175547,0.7366666666666667,0.7225063938618926,0.5767263427109974,0.48913043478260865,0.570775553767198,0.11605464081535494,69,0.55,0.5,0.65,0.7428571428571429,0.65,0.575,0.5142857142857142,0.5974489795918367,0.08091843168538504,8
0.4598597458430699,0.014032033894293005,0.13284638949802943,0.012984066859665584,,gini,,300,2,42,,SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),"PCA(random_state=42, svd_solver='full')",10.0,5.0,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': None, 'classify__n_estimators': 300, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 10, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 5}",0.4011702986279257,0.5927601809954751,0.546575821104123,0.67921742340347,0.5229205753595998,0.696875,0.5542857142857143,0.5705435733966154,0.09262616103524367,10,0.5864661654135338,0.52,0.44357366771159873,0.7616666666666667,0.5447570332480818,0.7122762148337596,0.5597826086956522,0.5897889080813276,0.10263234020522154,19,0.525,0.6,0.525,0.6857142857142857,0.525,0.7,0.5428571428571428,0.5862244897959182,0.07187180266506257,20
