mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_classify__criterion,param_classify__max_features,param_classify__n_estimators,param_classify__n_jobs,param_classify__random_state,param_impute,param_select,param_transform,param_select__k,param_transform__n_components,params,split0_test_f1_weighted_scorer,split1_test_f1_weighted_scorer,split2_test_f1_weighted_scorer,split3_test_f1_weighted_scorer,split4_test_f1_weighted_scorer,split5_test_f1_weighted_scorer,split6_test_f1_weighted_scorer,mean_test_f1_weighted_scorer,std_test_f1_weighted_scorer,rank_test_f1_weighted_scorer,split0_test_roc_auc_scorer,split1_test_roc_auc_scorer,split2_test_roc_auc_scorer,split3_test_roc_auc_scorer,split4_test_roc_auc_scorer,split5_test_roc_auc_scorer,split6_test_roc_auc_scorer,mean_test_roc_auc_scorer,std_test_roc_auc_scorer,rank_test_roc_auc_scorer,split0_test_accuracy_scorer,split1_test_accuracy_scorer,split2_test_accuracy_scorer,split3_test_accuracy_scorer,split4_test_accuracy_scorer,split5_test_accuracy_scorer,split6_test_accuracy_scorer,mean_test_accuracy_scorer,std_test_accuracy_scorer,rank_test_accuracy_scorer
0.8010151726858956,0.0686223422815418,0.19765758514404297,0.02524045755232249,,gini,sqrt,500,2,42,SimpleImputer(strategy='median'),SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),"PCA(random_state=42, svd_solver='full')",50.0,2.0,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 500, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 50, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 2}",0.6211538461538462,0.4712103407755582,0.604616048317515,0.5979949874686717,0.6266971044094678,0.5165569453587887,0.52553468037339,0.5662519932653196,0.056451820641802965,1,0.7243107769423559,0.5022222222222222,0.5297805642633229,0.5263157894736843,0.5933333333333333,0.6304347826086957,0.4891304347826087,0.5707897005180319,0.07806946072461818,5,0.65,0.5,0.625,0.6,0.6285714285714286,0.525,0.5142857142857142,0.5775510204081632,0.05779961506683431,1
0.43084403446742464,0.021914149216831987,0.11611608096531459,0.012941392690740006,,gini,,300,2,42,,SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),"PCA(random_state=42, svd_solver='full')",30.0,2.0,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': None, 'classify__n_estimators': 300, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 30, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 2}",0.5709523809523809,0.475,0.6686666666666666,0.48465473145780047,0.5728465083303793,0.7015151515151514,0.4708398414033402,0.5634964686179599,0.08692019024099254,2,0.5739348370927319,0.4177777777777778,0.567398119122257,0.4711779448621554,0.4766666666666667,0.6675191815856778,0.5289855072463768,0.5290657191933776,0.07665659913348968,90,0.575,0.5333333333333333,0.65,0.5,0.5714285714285714,0.7,0.45714285714285713,0.5695578231292517,0.07774211150790555,7
0.5258822781699044,0.0481398703902798,0.11716873305184501,0.012389476582682024,,gini,,300,2,42,,SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),"PCA(random_state=42, svd_solver='full')",50.0,5.0,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': None, 'classify__n_estimators': 300, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 50, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 5}",0.5325296995108315,0.5417156286721504,0.49218181818181816,0.5877237851662404,0.653061224489796,0.5958333333333333,0.5243263196751569,0.5610531155756181,0.05023674960370223,3,0.5175438596491229,0.39111111111111113,0.3996865203761755,0.5714285714285714,0.645,0.6508951406649617,0.5163043478260869,0.5274242215794328,0.09719271862430164,93,0.575,0.5666666666666667,0.475,0.6,0.6571428571428571,0.6,0.5142857142857142,0.5697278911564626,0.055495884007253145,6
0.865403243473598,0.05705610546460729,0.21855848176138742,0.017836578282558295,,gini,,500,2,42,,SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),LinearDiscriminantAnalysis(),50.0,1.0,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': None, 'classify__n_estimators': 500, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 50, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.45,0.5693779904306221,0.55,0.47532833020637905,0.8006617038875103,0.4779698302954117,0.5822419800552685,0.5579399764107417,0.10991505981985815,4,0.4260651629072682,0.6977777777777777,0.45768025078369906,0.4774436090225564,0.8216666666666668,0.4846547314578005,0.5978260869565217,0.5661591836531843,0.13602403327301812,10,0.45,0.6,0.55,0.475,0.8,0.475,0.5714285714285714,0.5602040816326531,0.11082825883817364,16
0.7013507229941232,0.10575479913048912,0.18552664348057338,0.023542272032475643,,gini,sqrt,500,2,42,SimpleImputer(strategy='median'),SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),LinearDiscriminantAnalysis(),10.0,1.0,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 500, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 10, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.55,0.36507936507936506,0.550329163923634,0.6242928975487116,0.6588345864661653,0.6183344305464121,0.5265409107293043,0.5562016220419418,0.08984975861454114,5,0.6027568922305765,0.48666666666666664,0.5517241379310345,0.6077694235588972,0.655,0.5869565217391305,0.4963768115942029,0.5696072076743582,0.056958396374939206,7,0.55,0.4666666666666667,0.525,0.625,0.6571428571428571,0.625,0.5142857142857142,0.5661564625850339,0.065189095826164,10
0.2832292488643101,0.014419035044841972,0.06712668282645089,0.01715662610020399,,gini,sqrt,100,2,42,,SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),LinearDiscriminantAnalysis(),10.0,1.0,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 100, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 10, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.44722222222222224,0.475,0.5943046820405311,0.6005595786701777,0.5451127819548873,0.6463541666666667,0.5802879291251385,0.5555487658113748,0.06624337683517394,6,0.3947368421052632,0.5244444444444445,0.5391849529780564,0.5977443609022557,0.595,0.727621483375959,0.45289855072463764,0.5473758049329451,0.10007932701401917,34,0.45,0.5333333333333333,0.575,0.625,0.5428571428571428,0.65,0.5714285714285714,0.5639455782312925,0.06056475612807777,13
0.7149247441973005,0.025674037688394203,0.18040241513933455,0.017415833188940126,,gini,,500,2,42,SimpleImputer(strategy='median'),SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),LinearDiscriminantAnalysis(),50.0,1.0,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': None, 'classify__n_estimators': 500, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 50, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.45,0.5693779904306221,0.55,0.47532833020637905,0.8006617038875103,0.4779698302954117,0.5518796992481203,0.5536025077240062,0.10946864310471435,7,0.4260651629072682,0.6977777777777777,0.45768025078369906,0.4774436090225564,0.8216666666666668,0.4846547314578005,0.5706521739130435,0.5622771960755445,0.13545145086962002,11,0.45,0.6,0.55,0.475,0.8,0.475,0.5428571428571428,0.5561224489795918,0.11086583251686914,24
0.5621270792824882,0.030954902076839076,0.13148696081978933,0.01657727242763479,,gini,sqrt,300,2,42,SimpleImputer(strategy='median'),SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),"PCA(random_state=42, svd_solver='full')",50.0,2.0,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 300, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 50, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 2}",0.6211538461538462,0.49760765550239233,0.40753887762001345,0.5709930861093652,0.653061224489796,0.538,0.5822419800552685,0.5529423814186689,0.07586479199483014,8,0.7268170426065163,0.47333333333333333,0.3448275862068965,0.5275689223057645,0.6183333333333334,0.6381074168797953,0.5072463768115942,0.5480334302110333,0.11586573438644542,28,0.65,0.5333333333333333,0.375,0.575,0.6571428571428571,0.55,0.5714285714285714,0.558843537414966,0.08694751800442818,17
0.4808199405670166,0.019371353230107646,0.11091388974870954,0.010078187320231666,,gini,,300,2,42,,SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),"PCA(random_state=42, svd_solver='full')",30.0,10.0,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': None, 'classify__n_estimators': 300, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 30, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 10}",0.5521367521367522,0.4007050528789659,0.5497295469912102,0.4980769230769231,0.5625692137320044,0.6406666666666666,0.631873015873016,0.5479653101936484,0.07563282221716015,9,0.7017543859649122,0.30444444444444446,0.5235109717868338,0.6115288220551378,0.7083333333333334,0.5818414322250639,0.5579710144927537,0.5699120577574971,0.1260305048655296,6,0.6,0.43333333333333335,0.525,0.55,0.5714285714285714,0.65,0.6285714285714286,0.5654761904761905,0.06728635700257764,12
0.7889053821563721,0.05984720850018586,0.17428973742893764,0.015458440345560593,,gini,,500,2,42,,SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>),"PCA(random_state=42, svd_solver='full')",30.0,10.0,"{'balance': None, 'classify__criterion': 'gini', 'classify__max_features': None, 'classify__n_estimators': 500, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x7272ba3df420>), 'select__k': 30, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 10}",0.5916666666666667,0.35406698564593303,0.5976629361421988,0.5473008558262015,0.7052947052947053,0.4036173089925626,0.631873015873016,0.5473546392058977,0.1162530743047395,10,0.6741854636591479,0.27999999999999997,0.5266457680250785,0.6190476190476191,0.755,0.319693094629156,0.5797101449275363,0.5363260128983625,0.16400136808743004,67,0.65,0.4,0.575,0.575,0.7142857142857143,0.425,0.6285714285714286,0.5668367346938775,0.10727397225266469,9
