mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_classify__shrinkage,param_classify__solver,param_select,param_transform,param_select__k,param_transform__n_components,params,split0_test_f1_weighted_scorer,split1_test_f1_weighted_scorer,split2_test_f1_weighted_scorer,split3_test_f1_weighted_scorer,split4_test_f1_weighted_scorer,split5_test_f1_weighted_scorer,split6_test_f1_weighted_scorer,mean_test_f1_weighted_scorer,std_test_f1_weighted_scorer,rank_test_f1_weighted_scorer,split0_test_roc_auc_scorer,split1_test_roc_auc_scorer,split2_test_roc_auc_scorer,split3_test_roc_auc_scorer,split4_test_roc_auc_scorer,split5_test_roc_auc_scorer,split6_test_roc_auc_scorer,mean_test_roc_auc_scorer,std_test_roc_auc_scorer,rank_test_roc_auc_scorer,split0_test_accuracy_scorer,split1_test_accuracy_scorer,split2_test_accuracy_scorer,split3_test_accuracy_scorer,split4_test_accuracy_scorer,split5_test_accuracy_scorer,split6_test_accuracy_scorer,mean_test_accuracy_scorer,std_test_accuracy_scorer,rank_test_accuracy_scorer
0.23444737706865584,0.05788116993503029,0.014497927256992884,0.005998547770104406,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>),"PCA(random_state=42, svd_solver='full')",30.0,10.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>), 'select__k': 30, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 10}",0.8246700188560654,0.5982142857142857,0.9,0.9,0.8294172932330827,0.8242101869761443,0.8884353741496599,0.823563879847034,0.09762290054929862,1,0.8721804511278195,0.6444444444444445,0.9498432601880877,0.9398496240601504,0.9366666666666666,0.8823529411764706,0.9782608695652174,0.8862283224612654,0.10461352378959034,3,0.825,0.6,0.9,0.9,0.8285714285714286,0.825,0.8857142857142857,0.823469387755102,0.09677483452023135,1
0.2636837959289551,0.10155258678001035,0.009660278047834123,0.005058569834932964,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>),,10.0,,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>), 'select__k': 10, 'transform': None}",0.774577861163227,0.6329254727474972,0.9023809523809525,0.8210509348807221,0.798990748528175,0.8507575757575758,0.9160575858250277,0.8138201616118825,0.08798938191904584,2,0.8621553884711779,0.6666666666666667,0.9717868338557993,0.9649122807017543,0.8966666666666666,0.867007672634271,0.9927536231884059,0.8888498760263916,0.10287035898607169,2,0.775,0.6333333333333333,0.9,0.825,0.8,0.85,0.9142857142857143,0.8139455782312924,0.08720062925898282,2
0.16371008328029088,0.010028623157896948,0.00686366217476981,0.000889696860123029,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>),LinearDiscriminantAnalysis(),30.0,1.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>), 'select__k': 30, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.8251094434021263,0.6606334841628959,0.8790909090909091,0.8747642991829039,0.8576155027767932,0.8255555555555556,0.7488124778447359,0.8102259531451316,0.07344520445101721,3,0.9273182957393483,0.6666666666666666,0.9341692789968652,0.949874686716792,0.92,0.8414322250639387,0.8840579710144927,0.8747884463140146,0.09140235477047734,5,0.825,0.6666666666666666,0.875,0.875,0.8571428571428571,0.825,0.7428571428571429,0.8095238095238095,0.07188628856718793,3
0.19720070702689035,0.020079679012833942,0.009627648762294225,0.002851575468420609,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>),,30.0,,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>), 'select__k': 30, 'transform': None}",0.774577861163227,0.5927601809954751,0.8766209000762777,0.84769820971867,0.8285714285714286,0.9005050505050505,0.8046319272125724,0.8036236511775288,0.09455734449473525,4,0.9147869674185464,0.7022222222222223,0.9278996865203761,0.9774436090225564,0.9033333333333333,0.9667519181585678,0.9673913043478262,0.90854700586049,0.08832389039449622,1,0.775,0.6,0.875,0.85,0.8285714285714286,0.9,0.8,0.8040816326530613,0.09215647287925226,4
0.3768629346575056,0.1278904262371279,0.014233759471348353,0.005229798368771171,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>),LinearDiscriminantAnalysis(),50.0,1.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>), 'select__k': 50, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.8246716697936209,0.6651785714285715,0.8535714285714286,0.8492424242424242,0.8564219632344108,0.7901098901098901,0.7771428571428572,0.8023341149318862,0.06307114773667405,5,0.8671679197994987,0.6888888888888889,0.8996865203761756,0.962406015037594,0.8833333333333333,0.8797953964194374,0.8804347826086957,0.8659589794948034,0.07791728185633325,7,0.825,0.6666666666666666,0.85,0.85,0.8571428571428571,0.8,0.7714285714285715,0.802891156462585,0.0625938140839138,5
0.30971717834472656,0.2779851845587609,0.019217593329293386,0.008641492343730066,,,svd,,,,,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': None, 'transform': None}",0.7223809523809523,0.6651785714285715,0.822316384180791,0.8738095238095237,0.8265306122448979,0.8727781435154707,0.7488124778447359,0.790258095057849,0.07377936409511031,6,0.844611528822055,0.711111111111111,0.8714733542319749,0.9423558897243108,0.8766666666666667,0.9002557544757034,0.8731884057971014,0.8599518158327034,0.06696593809119321,9,0.725,0.6666666666666666,0.825,0.875,0.8285714285714286,0.875,0.7428571428571429,0.7911564625850341,0.07446183428227768,6
0.07233234814235143,0.06668947740425674,0.010605198996407645,0.0036708209243235686,,,svd,,LinearDiscriminantAnalysis(),,1.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': None, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.7223809523809523,0.6651785714285715,0.822316384180791,0.8738095238095237,0.8265306122448979,0.8727781435154707,0.7488124778447359,0.790258095057849,0.07377936409511031,6,0.844611528822055,0.711111111111111,0.8714733542319749,0.9423558897243108,0.8766666666666667,0.9002557544757034,0.8731884057971014,0.8599518158327034,0.06696593809119321,9,0.725,0.6666666666666666,0.825,0.875,0.8285714285714286,0.875,0.7428571428571429,0.7911564625850341,0.07446183428227768,6
0.3330283505575998,0.07166050243296418,0.012098755155290877,0.005218226986446369,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>),,50.0,,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>), 'select__k': 50, 'transform': None}",0.7751407129455911,0.6651785714285715,0.8047619047619048,0.8492424242424242,0.8265306122448979,0.7901098901098901,0.7771428571428572,0.7840152818394481,0.05448178197964121,8,0.8421052631578947,0.7155555555555556,0.9028213166144201,0.962406015037594,0.8533333333333334,0.9053708439897699,0.8949275362318841,0.8680742662743502,0.07208289919541945,6,0.775,0.6666666666666666,0.8,0.85,0.8285714285714286,0.8,0.7714285714285715,0.7845238095238096,0.05458786303803514,8
0.19092546190534318,0.009115973432048782,0.008671556200299944,0.001569944736235646,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>),LinearDiscriminantAnalysis(),10.0,1.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>), 'select__k': 10, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.8,0.6666666666666666,0.9023809523809525,0.84769820971867,0.7721755368814193,0.6980000000000001,0.7466479466479466,0.776224187470808,0.07615995752674522,9,0.8972431077694236,0.6888888888888889,0.9811912225705328,0.9699248120300752,0.8766666666666667,0.8746803069053709,0.8695652173913044,0.8797371746031805,0.08887770754817566,4,0.8,0.6666666666666666,0.9,0.85,0.7714285714285715,0.725,0.7428571428571429,0.7794217687074829,0.07272272705178676,9
0.21297281129019602,0.03818469456336028,0.009185348238263811,0.00039038905193551594,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>),"PCA(random_state=42, svd_solver='full')",10.0,10.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x751a8baab380>), 'select__k': 10, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 10}",0.690625,0.4993581514762516,0.9023809523809525,0.7461636828644501,0.798990748528175,0.8507575757575758,0.7466479466479466,0.7478462939507645,0.12077863367182848,10,0.8571428571428571,0.5111111111111111,0.9843260188087775,0.887218045112782,0.9033333333333333,0.867007672634271,0.9492753623188406,0.8513449143517103,0.14506254956577677,11,0.7,0.5666666666666667,0.9,0.75,0.8,0.85,0.7428571428571429,0.7585034013605442,0.10046746216447028,10
