Treatment,Tissue,Target,Mouse_pre,Mouse_peak,Block_ID,live.cd4tconv,cd4.treg,treg.cd103,treg.ly6c,cd4tconv.cd103,cd4tconv.ly6c,cd4tconv.cd44,cd4tconv.tbethi,cd4tconv.tbetmid,cd4tconv.th2,cd4tconv.mpec,cd4tconv.slec,live.cd8,CD8.CD44hi,CD8.CD103,CD8.GrzmB,CD8.Tbethi.Ly6Chi,CD8.Tbethi.Ly6Clo,CD8.VacTet,CD8.Ly6C,CD8.VacTet.MFI,ILC1,ILC2,NK,Neutro,Macro,Mo0,mo0.CD11c,mo0.CD11cneg,DC,B.naive.FO,B.memory,B.plasma,B.GC,B.immature,NK.GrzmB,target
DPP15.IN,Lung,0.0,R3-5,E2,1,-1.3427169957040344,-1.5266160184459652,-0.707200817756243,0.2448026136351016,-1.0188881405077452,1.4472954429150335,-0.8257896538515211,-0.00080486722356493,0.20399732392760048,-0.503877004053421,0.8846765667209018,1.1439571636341006,-1.317430646874535,-0.40127604121259475,-0.9955667042045051,-0.06972638288354424,0.10306320846973688,-1.312813316015888,-0.010665930467038,1.0695313234564325,-0.10121141665887826,-1.0034276505135464,-0.9480066568556521,1.12416200660417,-0.022359183362665708,0.9469653699627426,1.5463199701735202,-0.33007428229128283,1.0612273333208493,1.288613030130631,0.07551559878243841,-0.08070178643039175,-1.7879922121506475,0.45105259825313787,0.9314227087912087,0.4437683298918336,0
prime,SPL,1.0,C2.1,C3.2,2,0.49217846781688984,-1.8164507106368246,-1.0032140669457221,-9.515689466770866e-05,-1.293676931602756,-1.033162160921616,0.7719056625999832,-0.17104387409062125,-1.7298719984744801,0.43430394131067895,-1.265258753082972,-0.8752735473267913,0.278471775574015,1.1762621751325255,1.09765635268283,-0.7182645574433167,-0.28372729416081593,-0.35099543820769513,0.05237191737383784,-0.5778074164199873,-0.13363921943691764,-0.16039013103895958,0.41079012183910335,0.04476803182106876,-0.1271790845075115,-0.05308468099014917,-0.8528651947340395,0.10739842413523681,-0.9668186872381026,0.6848001545453329,0.7535105226948753,0.6547700113273853,-0.7391055196114674,-0.6404960227423921,-0.43103198189843667,,0
prime,SPL,1.0,C2.2,C3.3,0,0.6688735786770391,-0.6558061459414741,-1.1794710921928722,0.08581688014915563,-0.7688492922180605,-1.2609253884075393,0.2603884230574534,-0.29556350757868133,-1.9575566541679161,0.25941776407315,-1.5058504089683913,-0.9552426120219611,0.5017196427642728,0.07053690262967267,0.2873536016061187,-0.5440844313857257,-0.5569534085259745,0.019766188823533797,0.10433673733812732,-0.9810955516633487,0.0942250191911724,-0.17213723431214917,0.3742685403263526,0.31773298237815595,0.03983500248066268,-0.19548552871540162,-0.022087137041539678,0.09226165632779793,-0.33137634721404746,0.58049231892444,0.45780115033543356,-0.5288390844721034,-0.579056175655599,-0.06994508840450346,-0.057857201530529735,,0
prime,SPL,1.0,C2.3,C3.4,3,-0.8189643190505723,-0.020609194791214612,1.1143186892646637,0.2128384451789601,1.3368808110016093,-1.0271410575636242,0.4157110790237441,-0.05361254423933649,-0.27414523608051433,-0.01937668919554811,-0.2027357607435186,-0.6821558160053668,-0.5899726234548801,0.7437416412035333,0.8673590494827093,-1.1039950706412502,-0.19127058503680266,0.2765947178224426,-0.3365901335409065,-0.697119046828319,-0.192548430008903,-0.27597794865509656,0.8083863422795309,-0.6198815772749748,-0.43100366664261525,-0.825451122695754,-0.9247862955828621,-0.4906550538346389,-0.9350237334837072,-1.1799854866432407,-1.0190480678527662,1.256769251722537,-0.5123439895190008,0.3642721822436772,0.7603856866038999,,0
prime,SPL,1.0,C2.4,C3.5,1,0.8211844843282063,-0.575562657666596,-1.3198469636961916,0.13104185916604555,-0.6264595462968013,-1.2791319750817893,0.9660388661062821,-0.001580742317966926,-1.4279164439510479,0.06079101105132087,-0.688839256428526,-0.5907974570097357,0.5917698578672698,1.4799131844477185,-0.05340508852057292,-0.6756933291953886,-0.27002964619930697,-0.19772332240376062,-1.047115952292176,-0.7498378867588913,0.09801414814318579,0.21886843922198973,0.1556031624300568,0.3741590933954764,-0.2995411650541978,0.02944805337156698,-0.5529561111102222,0.45397811817449785,-0.7567655839318707,1.2293004644174081,1.2442300149780663,-0.8445353859404094,-0.010921184053973625,0.04559810683772731,-0.18093816980672756,,0
prime.boost,SPL,1.0,C3.1,C5.5,2,-0.5686942337733899,1.0195038105161442,0.6858982534296335,0.3494259797399522,1.2382245058217602,-0.6522053428368163,0.9493924807912225,0.15455207910325083,-0.017714411112323653,-0.3368755495653264,0.22844886366515674,-0.41343664367866684,-1.6129569965424684,0.48038935877210154,2.073242646139422,0.5660460276887678,-0.2570844583259713,0.8791652940044331,0.8804092464277034,-0.8526761649784318,0.12768569280350014,-0.07521512583260671,-0.7534099170694036,-0.22666406056189214,-0.9792757616024023,-0.45413431726065134,-0.7147974916094058,-0.28452456317088615,-0.6682571803422794,-0.9577557913546404,-1.1141711146762934,1.4426227070725925,0.47564098420466355,-0.04643483683518912,0.36130879104897623,,0
prime.boost,SPL,1.0,C3.2,C5.1,0,-0.007928231078430279,0.056472519702170494,-0.28588720121866285,-0.06271421190774076,0.2643293435935291,-1.4904595057582506,0.7603911689250015,0.06614776322273637,-0.7232840698739044,-0.0402218672991984,-0.1080044432017921,-0.6324471980609072,-0.28509165937196784,1.4145716731306819,2.187768125231581,-0.3566687691671304,-0.06525236358698501,0.18008504690161356,-0.41432311951694184,-0.5571753323687813,-0.192653117901674,-0.0747424288367679,-0.341055314569196,0.11417468480196609,-0.6554668050018984,-0.5551379862036645,-0.9952989694462883,-0.35500214308029393,-0.922356059040506,-1.7191993286996134,0.4038461868947256,0.6018139224698039,-0.5331958279677247,-0.039096072732248015,-0.1839483213799574,,0
prime.boost,SPL,1.0,C3.5,C5.2,1,0.6979551291842961,-0.7043029197833933,-0.21073758528548653,0.40674102490773073,-0.6177016362590243,-1.1921035422961697,1.3947826830385668,0.08033813468452515,-0.7252781313041362,0.03138522703805455,-0.05791227813257139,-0.47931683215537824,0.7447613934186336,2.2224304191548883,0.8942279326481145,-0.485206015788512,-0.13508481378740866,0.3625277964692845,0.013251743127869297,-0.7525905716186764,-0.061635756052235646,0.3439871339207035,0.014203837026134519,0.5727575465865746,-0.5921223565769178,-0.17179236593700656,-0.7533758262956335,0.40521264109657684,-0.7676524174619508,0.5875085762246043,3.4446848799635834,-1.7283133684825562,-0.19147694715176056,0.6036373924081404,-0.28431378707360944,,0
pbs,SPL,0.0,PBS.C1.2,C1.3,0,-0.029251914017919146,0.5629352956251484,0.20314777525483646,-0.16344777006120767,0.526888441589674,-0.45694782720022503,1.149203124213847,0.1260880417011161,-0.3692709392595311,-0.15701609067448677,-0.10774098450072227,-0.38678860394416376,-0.8904840153932749,0.7962334034891614,1.2479203251429565,-0.7257617377986894,-0.020946628520352336,0.30226313275461514,0.051681634428232946,-0.6969497889548629,-0.0006842448884971393,0.09595102427704272,0.3433583431477429,-0.9200802015354136,-0.9659641844756572,-0.25883129684616984,-1.0260489294663215,-0.03164157710421584,-0.8981711384024526,0.12281635080886082,-0.47196776700383686,-0.3319419263434168,-0.22110423869203688,0.3820375589064333,-0.10852562768746761,,1
pbs,SPL,0.0,PBS.JC1,C1.4,1,-0.15501193198495491,1.0935058976860779,0.7836727514834068,0.20023761374840043,2.718001877683253,0.4616978302793631,1.2383442196021106,-0.0723023400425305,-0.019671105476695636,-1.0290944020435158,-0.013329777250136414,-0.2721157186109235,-0.718870978279607,1.7248575891175317,0.9354852159558343,-0.3940957016189621,0.23244259228387076,0.5032819079419548,-0.24463628619826544,-0.5612441515785458,-0.1593122658699501,-0.05025931006561867,0.5220405333827507,-1.694478958150903,-0.618224501269029,-1.0414657000175667,-1.028912308586421,-0.23863151926403964,-0.8697592385244294,-0.45748239656491974,-1.3817589346801928,1.8794288147892144,-0.4380599548340325,0.3531391464815004,-0.3507320026244602,,1
