Treatment,Tissue,Target,Mouse_pre,Mouse_peak,live.cd4tconv,cd4.treg,treg.cd103,treg.ly6c,cd4tconv.cd103,cd4tconv.ly6c,cd4tconv.cd44,cd4tconv.tbethi,cd4tconv.tbetmid,cd4tconv.th2,cd4tconv.mpec,cd4tconv.slec,live.cd8,CD8.CD44hi,CD8.CD103,CD8.GrzmB,CD8.Tbethi.Ly6Chi,CD8.Tbethi.Ly6Clo,CD8.VacTet,CD8.Ly6C,CD8.VacTet.MFI,ILC1,ILC2,NK,Neutro,Macro,Mo0,mo0.CD11c,mo0.CD11cneg,DC,B.naive.FO,B.memory,B.plasma,B.GC,B.immature,NK.GrzmB
PBS,SPL,0.0,R1-2,A1,-1.415108701122654,1.1738746967480378,0.885223490329182,2.086773057862616,0.08415930625680208,1.5345916924761753,-3.648249562119156,-18.43995733902723,1.032639622167766,-0.06218499209991774,0.7299598345698998,-4.494452674209947,-0.5627046597896093,-4.7260608189732825,-1.1437624306258716,0.7123750533893214,-0.9612293704290951,-2.283698241303439,-2.233698458036529,0.5042706854921535,2.594139019200689,-0.1327502405165426,-0.1198851625403949,-1.1317958204180956,3.5142373065193127,-0.8554746815462227,0.2056002925972447,-0.9248288662451928,0.8306089384350277,-0.6023305507640158,-1.236106414804502,0.48909382401735396,-1.4366647884150814,1.3959303981414175,2.9538755481181327,1.318859404224557
PBS,SPL,0.0,R1-2,A2,-1.0538693518773379,1.18711568156323,0.7155763678797428,3.6774948209347724,0.34627561034310456,2.175784429688241,-1.3830849168729165,-2.728536477203849,1.7521591633053268,0.21115126448953506,1.4795579110639097,1.6640482499426674,-0.38644736921346057,-2.1020517506496854,-1.0614220936859047,2.1558593752085935,0.6989572620695549,-0.5661946956781907,0.5062674659808545,0.6978433989057402,2.8543946742010795,0.5030539426315173,-0.5858628229348434,-0.8365686860083591,2.606754832999445,-0.2579974496981214,0.5680046323298328,-1.118094701858748,1.395358897776693,-0.32231873741151756,-0.1886878032192905,0.48098612120802564,0.23631776909023247,1.700920622093052,0.7070210981468654,1.276777268193824
PBS,SPL,0.0,R1-2,A3,-1.141922743006576,0.9091666900891915,1.2157700741896273,4.455542544153633,0.8047006078101682,2.745612875156052,-1.0445356599045035,-6.378740318418018,1.9326313637317218,0.13304131945676087,1.4204552292049228,0.22113687098468165,-0.1458355376763954,-1.6387972122630539,-1.5304914789618655,1.492624090926619,0.5566281736093497,-1.6292333772872136,0.8557401646254154,0.8395818229580745,2.693893121524657,1.1859361799765709,-0.13695666855367816,-0.09329250107894771,3.6068759983029346,-0.3322515684578863,0.5722994930534673,-1.3836604291103825,1.4032338767061758,-0.49646041938890373,0.08907580172197235,0.7622432168374489,-1.1636998376824985,2.47475903433256,-0.09366344628716174,1.273319410518968
PBS,SPL,0.0,R1-2,A4,-0.6221978682088548,1.0461077728933401,0.9258590676829079,3.8811416069336806,0.5264922584234711,2.366038604370795,-1.0246956743683817,-3.8694810551122427,1.9307240032062882,0.09222956812138511,1.4914277099400588,1.3251904321931498,0.14282557850522362,-1.7149005690253456,-1.1891628146420368,2.033299380102248,0.7699953986808877,-0.2592795209274811,0.36254867130121887,0.6767839266647447,2.747172533527416,0.8626521037019046,-0.28042797365490363,-0.2611962238366511,3.013819050056887,0.015611428698031624,0.6821020637547558,-1.3335775284592546,1.5040274272567233,-0.5904513955384286,-0.04198261523696611,0.9385819498902847,0.452761537158289,2.7622929853696587,-0.15071854623102052,1.321301460988394
PBS,SPL,0.0,R1-3,A1,-1.1707294670189694,0.8061456539029888,0.03469217479292198,1.7543949023235688,-0.9026898665990116,0.7592060626728556,-3.4589317730777336,-18.52134390764076,0.5222521807312844,0.021921467763124522,0.308947532455038,-4.97865935013773,-0.5606741662946336,-4.114924336700701,-1.0821526744741077,3.6818923148707623,-0.6345464652064504,-1.950292898274396,-1.9169409983265595,0.03754998464041787,2.822796702901662,0.367208204422184,-0.23938632795595677,-1.052597073473593,2.4852131719780854,-0.31222930837358553,0.0007099284245541534,-0.5257410766478826,0.3323766620776054,-0.2852038044321692,-1.3768882966781153,0.5633532526498666,-1.0441073271501458,-1.7127250560773326,2.2832393837258875,1.2329593563995087
PBS,SPL,0.0,R1-3,A2,-0.8094901177736533,0.8193866387181807,-0.13495494765651725,3.345116665395725,-0.6405735625127092,1.4003987998849214,-1.1937671278314936,-2.8099230458173765,1.2417717218688453,0.2952577243525774,1.0585456089490477,1.179841574014885,-0.38441687571848504,-1.4909152683771043,-0.9998123375341409,5.125376636690034,1.0256401672921993,-0.23278935264914818,0.8230249256908242,0.2311226980540045,3.0830523579020532,1.003012387570244,-0.7053639883504055,-0.7573699390638565,1.5777306984582178,0.2852479234745158,0.36311426815714226,-0.7190069122614378,0.8971266214192708,-0.005191991079670691,-0.32946968509290386,0.5552455498405382,0.628875230355168,-1.407734832125698,0.03638493375462001,1.1908772203687756
PBS,SPL,0.0,R1-3,A3,-0.8975435089028914,0.5414376472441425,0.36523875865336736,4.123164388614586,-0.18214856504564575,1.9702272453527323,-0.8552178708630811,-6.460126887031546,1.42224392229524,0.2171477793198031,0.9994429270900611,-0.2630698049431007,-0.14380504418141984,-1.0276607299904728,-1.4688817228101017,4.46214135240806,0.8833110788319943,-1.295828034258171,1.172497624335385,0.3728611221063386,2.9225508052256304,1.6858946249152975,-0.25645783396924005,-0.014093754134445035,2.5778518637617074,0.21099380471475093,0.3674091288807767,-0.9845726395130724,0.9050016003487537,-0.1793336730570568,-0.05170608015164114,0.8365026454699614,-0.771142376417563,-0.63389641988619,-0.7642996106794069,1.1874193626939198
PBS,SPL,0.0,R1-3,A4,-0.37781863410516997,0.6783787300482912,0.0753277521466479,3.548763451394633,-0.46035691443234295,1.590652974567475,-0.835377885326959,-3.9508676237257703,1.4203365617698067,0.1763360279844274,1.070415407825197,0.8409837562653675,0.144856072000199,-1.103764086752764,-1.1275530584902729,5.0028166415836886,1.0966783039035322,0.07412582210156152,0.6793061310111885,0.21006322581300912,2.9758302172283897,1.3626105486406312,-0.3999291390704655,-0.18199747689214854,1.9847949155156601,0.5588568018706688,0.4772116995820651,-0.9344897388619445,1.0057951508993008,-0.2733246492065818,-0.18276449711057963,1.0128413785227972,0.8453189984232244,-0.3463624688490913,-0.8213547106232658,1.2354014131633455
PBS,SPL,0.0,R1-4,A1,-0.9179465757445664,0.7737657273180435,0.17469204062293214,1.5574149278690506,-0.6339951520557707,1.0711695053660908,-3.236303163370842,-18.14042867810736,0.26680131239240357,-0.15392884696131146,0.01687592732959331,-4.852220243207731,-0.08197917855870956,-4.618439862247846,-1.452223136729276,1.311390094754457,-1.2862798390297554,-3.1818545890189007,-2.601682549323737,0.3011420872706494,2.597440382281497,-0.3508147610742783,-0.45984149020045423,-1.0277713402052955,2.215074259937802,-1.4811821676698698,0.49069715327009567,-0.7530853311073115,1.364891832512304,-0.6399954481226782,-0.8867478969198148,0.20367523938769713,-1.6833297969117436,0.3474118168222598,1.944133274999337,1.2795702849997512
PBS,SPL,0.0,R1-4,A2,-0.5567072264992502,0.7870067121332355,0.005044918173492774,3.148136690941207,-0.3718788479694683,1.7123622425781566,-0.9711385181246022,-2.4290078162839768,0.9863208535299645,0.11940740962814142,0.766474003823603,1.306280680944884,0.09427811201743903,-1.994430793924249,-1.369882799789309,2.7548744165737293,0.3739067934688945,-1.4643510433936529,0.13828337469364665,0.49471480068423623,2.8576960372818876,0.28498942207378164,-0.9258191505949027,-0.732544205795559,1.3075917864179343,-0.8837049358217683,0.8531014930026837,-0.9463511667208666,1.9296417918539692,-0.35998363477017997,0.16067071466539645,0.19556753657836864,-0.010347239406429853,0.6524020407738942,-0.3027211749719304,1.2374881489690182
