mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_classify__shrinkage,param_classify__solver,param_select,param_transform,param_select__k,param_transform__n_components,params,split0_test_f1_weighted_scorer,split1_test_f1_weighted_scorer,split2_test_f1_weighted_scorer,split3_test_f1_weighted_scorer,split4_test_f1_weighted_scorer,split5_test_f1_weighted_scorer,split6_test_f1_weighted_scorer,split7_test_f1_weighted_scorer,split8_test_f1_weighted_scorer,split9_test_f1_weighted_scorer,split10_test_f1_weighted_scorer,split11_test_f1_weighted_scorer,split12_test_f1_weighted_scorer,split13_test_f1_weighted_scorer,mean_test_f1_weighted_scorer,std_test_f1_weighted_scorer,rank_test_f1_weighted_scorer,split0_test_roc_auc_scorer,split1_test_roc_auc_scorer,split2_test_roc_auc_scorer,split3_test_roc_auc_scorer,split4_test_roc_auc_scorer,split5_test_roc_auc_scorer,split6_test_roc_auc_scorer,split7_test_roc_auc_scorer,split8_test_roc_auc_scorer,split9_test_roc_auc_scorer,split10_test_roc_auc_scorer,split11_test_roc_auc_scorer,split12_test_roc_auc_scorer,split13_test_roc_auc_scorer,mean_test_roc_auc_scorer,std_test_roc_auc_scorer,rank_test_roc_auc_scorer,split0_test_accuracy_scorer,split1_test_accuracy_scorer,split2_test_accuracy_scorer,split3_test_accuracy_scorer,split4_test_accuracy_scorer,split5_test_accuracy_scorer,split6_test_accuracy_scorer,split7_test_accuracy_scorer,split8_test_accuracy_scorer,split9_test_accuracy_scorer,split10_test_accuracy_scorer,split11_test_accuracy_scorer,split12_test_accuracy_scorer,split13_test_accuracy_scorer,mean_test_accuracy_scorer,std_test_accuracy_scorer,rank_test_accuracy_scorer
0.1385655403137207,0.03823242185037033,0.00557659353528704,0.0012926457774173796,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,10.0,,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 10, 'transform': None}",0.7958333333333334,0.8629629629629629,0.696969696969697,0.5291101055806938,0.9047619047619048,0.9242857142857144,0.8666666666666667,0.7916666666666667,0.7442455242966752,0.847008547008547,0.8020202020202021,0.949616368286445,0.9066666666666666,0.7885167464114832,0.8150236504226899,0.1052111360963594,1,0.9696969696969697,0.9107142857142857,0.83,0.5,1.0,0.9974937343358397,0.96,0.92,0.8600000000000001,0.956043956043956,0.90625,1.0,1.0,0.9107142857142858,0.9086366593932383,0.12456438059116023,1,0.8,0.8666666666666667,0.7,0.5333333333333333,0.9,0.925,0.8666666666666667,0.8,0.75,0.85,0.8,0.95,0.9,0.8,0.8172619047619049,0.10314808114546258,1
0.15958898408072336,0.03303090437370226,0.007174832480294364,0.002004017398412944,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),LinearDiscriminantAnalysis(),30.0,1.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 30, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.848849104859335,0.725925925925926,0.7333333333333333,0.6,0.85423197492163,0.9242857142857144,0.8666666666666667,0.7333333333333333,0.7,0.8041666666666668,0.7518796992481203,1.0,0.9519713261648747,0.7885167464114832,0.8059400351297918,0.10510562035070135,2,0.9292929292929293,0.8928571428571428,0.9099999999999999,0.5357142857142857,0.92,0.9523809523809523,0.96,0.8599999999999999,0.8400000000000001,0.8681318681318682,0.8958333333333333,1.0,0.984375,0.8392857142857142,0.8848479447140162,0.10832525726550538,4,0.85,0.7333333333333333,0.75,0.6,0.85,0.925,0.8666666666666667,0.75,0.7,0.8,0.75,1.0,0.95,0.8,0.8089285714285713,0.10295554431067999,2
0.11790927818843297,0.003232425225121651,0.005190117018563407,0.0003118459349856356,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),"PCA(random_state=42, svd_solver='full')",30.0,10.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 30, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 10}",0.7868131868131869,0.7981900452488688,0.7979797979797979,0.5291101055806938,1.0,0.9,0.8666666666666667,0.8,0.846547314578005,0.9,0.6526854219948849,0.725071225071225,0.7749287749287749,0.8629629629629629,0.8029253929875048,0.11082891491288963,3,0.9494949494949494,0.9107142857142857,0.77,0.5357142857142858,1.0,0.9448621553884711,0.9,0.9299999999999999,0.9600000000000001,0.9670329670329669,0.7291666666666667,0.9696969696969697,0.921875,0.9642857142857143,0.8894887852853077,0.12255632069551754,3,0.8,0.8,0.8,0.5333333333333333,1.0,0.9,0.8666666666666667,0.8,0.85,0.9,0.65,0.75,0.75,0.8666666666666667,0.8047619047619048,0.1100916954447323,3
0.12351880754743304,0.013143864440563246,0.004896283149719238,0.00010634880373894949,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,30.0,,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 30, 'transform': None}",0.7958333333333334,0.725925925925926,0.7333333333333333,0.6,0.85423197492163,0.8994949494949495,0.8666666666666667,0.7333333333333333,0.7979797979797979,0.8,0.7,0.949616368286445,0.9066666666666666,0.7885167464114832,0.7965427925966831,0.09079390507275592,4,0.9393939393939394,0.8571428571428571,0.9099999999999999,0.5535714285714286,0.92,0.9323308270676692,0.96,0.87,0.8400000000000001,0.8681318681318682,0.8854166666666666,1.0,1.0,0.8214285714285714,0.8826725827430714,0.10564259963949278,5,0.8,0.7333333333333333,0.75,0.6,0.85,0.9,0.8666666666666667,0.75,0.8,0.8,0.7,0.95,0.9,0.8,0.7999999999999999,0.08819171036881969,5
0.12621799537113734,0.015788580165119345,0.005546603884015765,0.0011131156830724918,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),LinearDiscriminantAnalysis(),10.0,1.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 10, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.844,0.8629629629629629,0.7333333333333333,0.5291101055806938,0.8589743589743589,0.84769820971867,0.8666666666666667,0.6875,0.7493734335839599,0.847008547008547,0.5619047619047619,0.8979166666666666,1.0,0.8629629629629629,0.7963865720973988,0.12575807560014216,5,0.9595959595959596,0.8571428571428571,0.8099999999999999,0.5178571428571429,1.0,0.9799498746867168,0.96,0.93,0.9,0.945054945054945,0.7291666666666667,1.0,1.0,0.9285714285714286,0.8940956338982655,0.12871779754208051,2,0.85,0.8666666666666667,0.75,0.5333333333333333,0.85,0.85,0.8666666666666667,0.7,0.75,0.85,0.6,0.9,1.0,0.8666666666666667,0.8023809523809524,0.11933299129658732,4
0.1533001320702689,0.0453304531100569,0.006613169397626605,0.0016197391665145019,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),LinearDiscriminantAnalysis(),50.0,1.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 50, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.74,0.7333333333333333,0.7333333333333333,0.6636500754147813,0.9047619047619048,0.85,0.8666666666666667,0.7333333333333333,0.7493734335839599,0.8,0.8,0.9501253132832079,0.9519713261648747,0.6475279106858054,0.7945769021829429,0.0942928862087445,6,0.9393939393939393,0.8571428571428571,0.8999999999999999,0.5535714285714286,0.9066666666666667,0.9172932330827068,0.96,0.82,0.84,0.8791208791208791,0.9166666666666667,1.0,0.984375,0.75,0.8731593336175102,0.109411356650443,7,0.75,0.7333333333333333,0.75,0.6666666666666666,0.9,0.85,0.8666666666666667,0.75,0.75,0.8,0.8,0.95,0.95,0.6666666666666666,0.7988095238095237,0.08941260824107333,6
0.13617513860974992,0.03712558938738077,0.006240367889404297,0.0019778417386375527,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),"PCA(random_state=42, svd_solver='full')",10.0,10.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 10, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 10}",0.7958333333333334,0.7981900452488688,0.7333333333333333,0.5291101055806938,0.9047619047619048,0.8453125,0.934609250398724,0.6703296703296703,0.7493734335839599,0.847008547008547,0.7,0.8979166666666666,0.819047619047619,0.8629629629629629,0.7919849551611631,0.10474357806407604,7,0.9494949494949495,0.8035714285714285,0.8799999999999999,0.4642857142857143,1.0,0.9473684210526316,0.96,0.78,0.89,0.945054945054945,0.71875,1.0,1.0,0.9285714285714286,0.8762212062165069,0.14145184140929837,6,0.8,0.8,0.75,0.5333333333333333,0.9,0.85,0.9333333333333333,0.7,0.75,0.85,0.7,0.9,0.8,0.8666666666666667,0.7952380952380953,0.10107135846091013,7
0.15662251199994767,0.05268019603295715,0.006779330117361886,0.001793796465943235,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,50.0,,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 50, 'transform': None}",0.7958333333333334,0.7333333333333333,0.7333333333333333,0.6636500754147813,0.9047619047619048,0.8251094434021263,0.8666666666666667,0.6703296703296703,0.8,0.70625,0.7518796992481203,0.9501253132832079,0.9519713261648747,0.6475279106858054,0.785769429282654,0.09910746733461974,8,0.9090909090909091,0.8035714285714286,0.8999999999999999,0.5178571428571428,0.9066666666666667,0.9197994987468672,0.9400000000000001,0.88,0.84,0.8571428571428571,0.7708333333333334,1.0,0.984375,0.75,0.8556669168863718,0.11713079787627201,10,0.8,0.7333333333333333,0.75,0.6666666666666666,0.9,0.825,0.8666666666666667,0.7,0.8,0.7,0.75,0.95,0.95,0.6666666666666666,0.7898809523809522,0.09397412740385086,8
0.022756525448390415,0.044314247152366926,0.010890415736607142,0.004480919978562552,,,svd,,,,,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': None, 'transform': None}",0.7958333333333334,0.7333333333333333,0.6266666666666666,0.6636500754147813,0.9047619047619048,0.8,0.8666666666666667,0.7916666666666667,0.7442455242966752,0.706060606060606,0.7,0.9501253132832079,0.9519713261648747,0.6475279106858054,0.7773220948096088,0.10426623789890199,9,0.9292929292929293,0.8214285714285714,0.88,0.625,0.9066666666666667,0.9298245614035088,0.96,0.8699999999999999,0.87,0.8681318681318682,0.7395833333333333,0.9898989898989898,0.984375,0.7321428571428572,0.8647389126641947,0.10075066404299303,8,0.8,0.7333333333333333,0.65,0.6666666666666666,0.9,0.8,0.8666666666666667,0.8,0.75,0.7,0.7,0.95,0.95,0.6666666666666666,0.7809523809523808,0.09977298495122364,9
0.0075185298919677734,0.0006896192356885731,0.008079852376665388,0.0003637220307414287,,,svd,,LinearDiscriminantAnalysis(),,1.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': None, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.7958333333333334,0.7333333333333333,0.6266666666666666,0.6636500754147813,0.9047619047619048,0.8,0.8666666666666667,0.7916666666666667,0.7442455242966752,0.706060606060606,0.7,0.9501253132832079,0.9519713261648747,0.6475279106858054,0.7773220948096088,0.10426623789890199,9,0.9292929292929293,0.8214285714285714,0.88,0.625,0.9066666666666667,0.9298245614035088,0.96,0.8699999999999999,0.87,0.8681318681318682,0.7395833333333333,0.9898989898989898,0.984375,0.7321428571428572,0.8647389126641947,0.10075066404299303,8,0.8,0.7333333333333333,0.65,0.6666666666666666,0.9,0.8,0.8666666666666667,0.8,0.75,0.7,0.7,0.95,0.95,0.6666666666666666,0.7809523809523808,0.09977298495122364,9
