mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_classify__shrinkage,param_classify__solver,param_select,param_transform,param_select__k,param_transform__n_components,params,split0_test_f1_weighted_scorer,split1_test_f1_weighted_scorer,split2_test_f1_weighted_scorer,split3_test_f1_weighted_scorer,split4_test_f1_weighted_scorer,split5_test_f1_weighted_scorer,split6_test_f1_weighted_scorer,split7_test_f1_weighted_scorer,split8_test_f1_weighted_scorer,split9_test_f1_weighted_scorer,split10_test_f1_weighted_scorer,split11_test_f1_weighted_scorer,split12_test_f1_weighted_scorer,split13_test_f1_weighted_scorer,mean_test_f1_weighted_scorer,std_test_f1_weighted_scorer,rank_test_f1_weighted_scorer,split0_test_roc_auc_scorer,split1_test_roc_auc_scorer,split2_test_roc_auc_scorer,split3_test_roc_auc_scorer,split4_test_roc_auc_scorer,split5_test_roc_auc_scorer,split6_test_roc_auc_scorer,split7_test_roc_auc_scorer,split8_test_roc_auc_scorer,split9_test_roc_auc_scorer,split10_test_roc_auc_scorer,split11_test_roc_auc_scorer,split12_test_roc_auc_scorer,split13_test_roc_auc_scorer,mean_test_roc_auc_scorer,std_test_roc_auc_scorer,rank_test_roc_auc_scorer,split0_test_accuracy_scorer,split1_test_accuracy_scorer,split2_test_accuracy_scorer,split3_test_accuracy_scorer,split4_test_accuracy_scorer,split5_test_accuracy_scorer,split6_test_accuracy_scorer,split7_test_accuracy_scorer,split8_test_accuracy_scorer,split9_test_accuracy_scorer,split10_test_accuracy_scorer,split11_test_accuracy_scorer,split12_test_accuracy_scorer,split13_test_accuracy_scorer,mean_test_accuracy_scorer,std_test_accuracy_scorer,rank_test_accuracy_scorer
0.13010360513414657,0.010852161977716402,0.005819014140537807,0.0012645308730816745,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),"PCA(random_state=42, svd_solver='full')",10.0,10.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 10, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 10}",0.7958333333333334,0.94858934169279,0.7333333333333333,0.5333333333333333,0.9047619047619048,0.817741935483871,0.8666666666666667,0.6875,0.7979797979797979,0.847008547008547,0.7518796992481203,0.8979166666666666,1.0,0.8629629629629629,0.8175362516050947,0.11333213238201326,1,0.9494949494949494,0.9880952380952381,0.9,0.5535714285714286,0.9733333333333334,0.974937343358396,0.96,0.93,0.7799999999999999,0.945054945054945,0.71875,1.0,1.0,0.9642857142857143,0.9026802108710003,0.1250800468045344,3,0.8,0.95,0.75,0.5333333333333333,0.9,0.825,0.8666666666666667,0.7,0.8,0.85,0.75,0.9,1.0,0.8666666666666667,0.8208333333333334,0.11165911488323708,1
0.15342743056161062,0.03710670801387698,0.0063942500523158485,0.0019368210201662545,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,30.0,,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 30, 'transform': None}",0.7958333333333334,0.94858934169279,0.7333333333333333,0.5333333333333333,0.9047619047619048,0.89846547314578,0.7936507936507937,0.7333333333333333,0.8,0.7531328320802005,0.8020202020202021,1.0,0.9519713261648747,0.7885167464114832,0.8169244252329545,0.11471225723834559,2,0.9494949494949494,1.0,0.89,0.5892857142857144,0.9466666666666667,0.9473684210526316,0.9400000000000001,0.8599999999999999,0.87,0.912087912087912,0.9375,1.0,0.984375,0.8035714285714285,0.9021678637256645,0.10195196531097413,5,0.8,0.95,0.75,0.5333333333333333,0.9,0.9,0.8,0.75,0.8,0.75,0.8,1.0,0.95,0.8,0.8202380952380952,0.11271867132916867,2
0.14421818937574113,0.0327458877651027,0.005917395864214216,0.001644669600968089,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),LinearDiscriminantAnalysis(),30.0,1.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 30, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.74,0.94858934169279,0.6703296703296703,0.5333333333333333,0.8589743589743589,0.89846547314578,0.934609250398724,0.7333333333333333,0.7493734335839599,0.8040404040404041,0.8020202020202021,1.0,0.9066666666666666,0.7885167464114832,0.8120180152807647,0.11994428994002458,3,0.9494949494949494,0.9761904761904763,0.9199999999999999,0.5714285714285715,0.92,0.9624060150375939,0.9400000000000001,0.84,0.8899999999999999,0.9340659340659341,0.90625,1.0,0.984375,0.8928571428571428,0.9062191492196191,0.10143141772811894,2,0.75,0.95,0.7,0.5333333333333333,0.85,0.9,0.9333333333333333,0.75,0.75,0.8,0.8,1.0,0.9,0.8,0.8154761904761906,0.11589271956848538,3
0.16072867597852433,0.036558842817923556,0.007717728614807129,0.0029860216063314063,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,10.0,,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 10, 'transform': None}",0.7958333333333334,0.94858934169279,0.6703296703296703,0.5333333333333333,0.95141065830721,0.8721792392005158,0.8666666666666667,0.6875,0.7493734335839599,0.847008547008547,0.7518796992481203,0.8979166666666666,0.9519713261648747,0.7885167464114832,0.8080363329962266,0.11779415012159979,4,0.9494949494949494,0.9761904761904763,0.89,0.5535714285714286,1.0,0.9573934837092732,0.96,0.91,0.7899999999999999,0.956043956043956,0.7291666666666666,1.0,1.0,0.9642857142857143,0.9025819053544616,0.12358507316142135,4,0.8,0.95,0.7,0.5333333333333333,0.95,0.875,0.8666666666666667,0.7,0.75,0.85,0.75,0.9,0.95,0.8,0.8125,0.11464013743498003,4
0.11363409246717181,0.003222078305443483,0.004932829311915806,0.0003406412152527194,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),LinearDiscriminantAnalysis(),10.0,1.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 10, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.7868131868131869,0.94858934169279,0.7333333333333333,0.5333333333333333,0.85423197492163,0.8721792392005158,0.8666666666666667,0.6875,0.7493734335839599,0.847008547008547,0.6901098901098901,0.8979166666666666,0.9519713261648747,0.7885167464114832,0.8005388347076342,0.11107247667735726,5,0.9595959595959596,0.9880952380952381,0.9199999999999999,0.48214285714285715,0.9600000000000001,0.9649122807017545,0.9400000000000001,0.9400000000000001,0.8799999999999999,0.9670329670329669,0.71875,1.0,1.0,0.9821428571428572,0.9073337256936883,0.13655718480103834,1,0.8,0.95,0.75,0.5333333333333333,0.85,0.875,0.8666666666666667,0.7,0.75,0.85,0.7,0.9,0.95,0.8,0.8053571428571429,0.10881792454806259,5
0.17457340444837297,0.03825316903901652,0.0071588073457990375,0.0014694149913705222,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,50.0,,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 50, 'transform': None}",0.7958333333333334,0.7204301075268817,0.7916666666666667,0.6,0.8589743589743589,0.8738095238095237,0.8666666666666667,0.7333333333333333,0.7979797979797979,0.7531328320802005,0.7,1.0,0.8626959247648903,0.725925925925926,0.7914606050758272,0.09442697307282366,6,0.9292929292929293,0.9166666666666667,0.8999999999999999,0.5714285714285714,0.9333333333333333,0.9699248120300752,0.9400000000000001,0.8499999999999999,0.8800000000000001,0.9120879120879121,0.8229166666666666,1.0,0.984375,0.8035714285714285,0.8866855228626845,0.103378410738474,7,0.8,0.75,0.8,0.6,0.85,0.875,0.8666666666666667,0.75,0.8,0.75,0.7,1.0,0.85,0.7333333333333333,0.794642857142857,0.09126574352429878,6
0.12644740513392858,0.010098706377671242,0.005399993487766811,0.0003640806293445377,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),"PCA(random_state=42, svd_solver='full')",30.0,10.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 30, 'transform': PCA(random_state=42, svd_solver='full'), 'transform__n_components': 10}",0.6571428571428571,0.94858934169279,0.6875,0.36555023923444974,0.9047619047619048,0.8251094434021263,0.8703703703703705,0.7916666666666667,0.8,0.9,0.7,0.7868131868131869,0.8626959247648903,0.8629629629629629,0.7830830641294433,0.1425730946183661,7,0.9494949494949494,1.0,0.8400000000000001,0.48214285714285715,1.0,0.9398496240601504,0.9,0.9,0.89,0.9340659340659341,0.6979166666666667,1.0,0.96875,0.9464285714285714,0.8891891859185092,0.13616860315807736,6,0.7,0.95,0.7,0.4,0.9,0.825,0.8666666666666667,0.8,0.8,0.9,0.7,0.8,0.85,0.8666666666666667,0.7898809523809524,0.1317682915312376,7
0.13756530625479563,0.03795284940985708,0.006035992077418736,0.002415787557965221,,,svd,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),LinearDiscriminantAnalysis(),50.0,1.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 50, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.7958333333333334,0.7204301075268817,0.7442455242966752,0.5333333333333333,0.8589743589743589,0.8738095238095237,0.8666666666666667,0.7333333333333333,0.7979797979797979,0.7531328320802005,0.6456140350877193,1.0,0.819047619047619,0.7066666666666668,0.7749333665811508,0.10846196418156338,8,0.9191919191919191,0.8928571428571429,0.91,0.5714285714285714,0.9333333333333333,0.9699248120300752,0.9400000000000001,0.83,0.8800000000000001,0.9230769230769231,0.8333333333333333,1.0,1.0,0.75,0.8823675739465212,0.10839856312837805,8,0.8,0.75,0.75,0.5333333333333333,0.85,0.875,0.8666666666666667,0.75,0.8,0.75,0.65,1.0,0.8,0.7333333333333333,0.7791666666666667,0.10506753308199687,8
0.02392777374812535,0.04309067401476162,0.008688245500837053,0.0018007219907696824,,,svd,,,,,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': None, 'transform': None}",0.7480818414322251,0.7204301075268817,0.7442455242966752,0.5333333333333333,0.8589743589743589,0.8738095238095237,0.8666666666666667,0.7333333333333333,0.7979797979797979,0.7531328320802005,0.6456140350877193,0.949616368286445,0.8626959247648903,0.7066666666666668,0.7710414510170513,0.10364205782066963,9,0.898989898989899,0.9047619047619048,0.88,0.625,0.8933333333333334,0.9649122807017543,0.9400000000000001,0.8599999999999999,0.87,0.901098901098901,0.78125,0.9898989898989898,0.96875,0.7857142857142857,0.8759792567499335,0.09114399307909943,9,0.75,0.75,0.75,0.5333333333333333,0.85,0.875,0.8666666666666667,0.75,0.8,0.75,0.65,0.95,0.85,0.7333333333333333,0.7755952380952379,0.0999237946598758,9
0.004682745252336774,0.00015596204199176572,0.004644291741507394,0.0001417298465333185,,,svd,,LinearDiscriminantAnalysis(),,1.0,"{'balance': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'select': None, 'transform': LinearDiscriminantAnalysis(), 'transform__n_components': 1}",0.7480818414322251,0.7204301075268817,0.7442455242966752,0.5333333333333333,0.8589743589743589,0.8738095238095237,0.8666666666666667,0.7333333333333333,0.7979797979797979,0.7531328320802005,0.6456140350877193,0.949616368286445,0.8626959247648903,0.7066666666666668,0.7710414510170513,0.10364205782066963,9,0.898989898989899,0.9047619047619048,0.88,0.625,0.8933333333333334,0.9649122807017543,0.9400000000000001,0.8599999999999999,0.87,0.901098901098901,0.78125,0.9898989898989898,0.96875,0.7857142857142857,0.8759792567499335,0.09114399307909943,9,0.75,0.75,0.75,0.5333333333333333,0.85,0.875,0.8666666666666667,0.75,0.8,0.75,0.65,0.95,0.85,0.7333333333333333,0.7755952380952379,0.0999237946598758,9
