mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_classify__C,param_classify__max_iter,param_classify__n_jobs,param_classify__penalty,param_classify__random_state,param_classify__solver,param_impute,param_select,param_transform,param_select__k,param_transform__n_components,params,split0_test_f1_weighted_scorer,split1_test_f1_weighted_scorer,split2_test_f1_weighted_scorer,split3_test_f1_weighted_scorer,split4_test_f1_weighted_scorer,split5_test_f1_weighted_scorer,split6_test_f1_weighted_scorer,split7_test_f1_weighted_scorer,split8_test_f1_weighted_scorer,split9_test_f1_weighted_scorer,split10_test_f1_weighted_scorer,split11_test_f1_weighted_scorer,split12_test_f1_weighted_scorer,split13_test_f1_weighted_scorer,mean_test_f1_weighted_scorer,std_test_f1_weighted_scorer,rank_test_f1_weighted_scorer,split0_test_roc_auc_scorer,split1_test_roc_auc_scorer,split2_test_roc_auc_scorer,split3_test_roc_auc_scorer,split4_test_roc_auc_scorer,split5_test_roc_auc_scorer,split6_test_roc_auc_scorer,split7_test_roc_auc_scorer,split8_test_roc_auc_scorer,split9_test_roc_auc_scorer,split10_test_roc_auc_scorer,split11_test_roc_auc_scorer,split12_test_roc_auc_scorer,split13_test_roc_auc_scorer,mean_test_roc_auc_scorer,std_test_roc_auc_scorer,rank_test_roc_auc_scorer,split0_test_accuracy_scorer,split1_test_accuracy_scorer,split2_test_accuracy_scorer,split3_test_accuracy_scorer,split4_test_accuracy_scorer,split5_test_accuracy_scorer,split6_test_accuracy_scorer,split7_test_accuracy_scorer,split8_test_accuracy_scorer,split9_test_accuracy_scorer,split10_test_accuracy_scorer,split11_test_accuracy_scorer,split12_test_accuracy_scorer,split13_test_accuracy_scorer,mean_test_accuracy_scorer,std_test_accuracy_scorer,rank_test_accuracy_scorer
0.34172677993774414,0.07822540635079893,0.008268305233546666,0.0014934915273869319,,0.1,1000,2,l2,42,lbfgs,SimpleImputer(strategy='median'),SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,30.0,,"{'balance': None, 'classify__C': 0.1, 'classify__max_iter': 1000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'impute': SimpleImputer(strategy='median'), 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 30, 'transform': None}",0.848849104859335,0.8629629629629629,0.94858934169279,0.7066666666666668,1.0,0.9248585795097423,0.8666666666666667,0.7333333333333333,0.949874686716792,0.852,0.9,0.7868131868131869,0.9519713261648747,0.9327300150829563,0.8760939907478077,0.08306956884024119,1,0.9696969696969696,0.8928571428571428,0.9761904761904763,0.5535714285714286,1.0,0.9899749373433584,0.9400000000000001,0.9700000000000001,0.97,0.956043956043956,0.8645833333333334,1.0,1.0,0.9821428571428572,0.9332186500842516,0.11209560122176465,1,0.85,0.8666666666666667,0.95,0.7333333333333333,1.0,0.925,0.8666666666666667,0.75,0.95,0.85,0.9,0.8,0.95,0.9333333333333333,0.880357142857143,0.07622069713143415,1
0.31653434889657156,0.10056529774132822,0.007392082895551409,0.0013439899937931906,,1.0,1000,2,l2,42,lbfgs,,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,10.0,,"{'balance': None, 'classify__C': 1.0, 'classify__max_iter': 1000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 10, 'transform': None}",0.8979166666666666,0.8629629629629629,0.94858934169279,0.5291101055806938,0.95141065830721,0.9749528598365806,0.8666666666666667,0.846547314578005,0.898989898989899,0.9,0.735042735042735,0.7868131868131869,1.0,0.9327300150829563,0.8665523151585967,0.11617645735487624,2,0.9797979797979798,0.9107142857142857,0.9642857142857143,0.5357142857142857,0.9866666666666667,0.9974937343358397,0.98,0.97,0.9400000000000001,0.9780219780219781,0.7708333333333334,1.0,1.0,1.0,0.929537712705006,0.12357535981982044,6,0.9,0.8666666666666667,0.95,0.5333333333333333,0.95,0.975,0.8666666666666667,0.85,0.9,0.9,0.75,0.8,1.0,0.9333333333333333,0.8696428571428572,0.11354702992388285,2
0.26163179533822195,0.08502953775445862,0.006996580532618931,0.0014119365056927743,,10.0,1000,2,l2,42,lbfgs,SimpleImputer(strategy='median'),SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,10.0,,"{'balance': None, 'classify__C': 10.0, 'classify__max_iter': 1000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'impute': SimpleImputer(strategy='median'), 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 10, 'transform': None}",0.8979166666666666,0.8629629629629629,0.94858934169279,0.6,0.95141065830721,0.9749528598365806,0.8666666666666667,0.846547314578005,0.849624060150376,0.9,0.7518796992481203,0.7868131868131869,0.9519713261648747,0.9327300150829563,0.8658617684407426,0.09662568290510862,3,0.9797979797979798,0.9107142857142857,0.9285714285714286,0.5714285714285714,0.9866666666666667,0.9974937343358397,0.96,0.97,0.9500000000000001,0.956043956043956,0.7291666666666666,1.0,1.0,1.0,0.9242773778018138,0.11872767182985632,15,0.9,0.8666666666666667,0.95,0.6,0.95,0.975,0.8666666666666667,0.85,0.85,0.9,0.75,0.8,0.95,0.9333333333333333,0.8672619047619047,0.09597372148364103,3
0.4678839445114136,0.04656027510898612,0.008593337876456124,0.00028402265870562996,,1.0,1000,2,l2,42,lbfgs,,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,50.0,,"{'balance': None, 'classify__C': 1.0, 'classify__max_iter': 1000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 50, 'transform': None}",0.9,0.725925925925926,0.94858934169279,0.6475279106858054,0.9047619047619048,0.9749528598365806,0.8666666666666667,0.846547314578005,0.949874686716792,0.852,0.9,0.7868131868131869,0.9066666666666666,0.7981900452488688,0.8577511792566568,0.0882515646662787,4,0.9595959595959596,0.9285714285714286,0.9642857142857143,0.5,1.0,0.9924812030075189,0.9400000000000001,0.9600000000000001,0.96,0.9780219780219781,0.8333333333333333,1.0,1.0,0.9642857142857143,0.9271839522215463,0.12540574600770393,11,0.9,0.7333333333333333,0.95,0.6666666666666666,0.9,0.975,0.8666666666666667,0.85,0.95,0.85,0.9,0.8,0.9,0.8,0.8601190476190478,0.08310555605199943,4
0.17069615636553084,0.06291744337883981,0.006639037813459124,0.0010986075920585518,,0.1,1000,2,l2,42,lbfgs,,,,,,"{'balance': None, 'classify__C': 0.1, 'classify__max_iter': 1000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'impute': None, 'select': None, 'transform': None}",0.9,0.725925925925926,0.94858934169279,0.6475279106858054,0.8095238095238095,0.9248585795097423,0.8666666666666667,0.7916666666666667,0.949874686716792,0.9020833333333332,0.8480000000000001,0.8979166666666666,0.9066666666666666,0.8629629629629629,0.8558759440727021,0.08341602905276074,5,0.9292929292929293,0.8928571428571428,0.9761904761904763,0.4821428571428572,0.9066666666666667,0.9849624060150376,0.9400000000000001,0.9600000000000001,0.97,0.9780219780219781,0.8645833333333334,1.0,1.0,0.9821428571428572,0.9190614747616629,0.12752708180855352,26,0.9,0.7333333333333333,0.95,0.6666666666666666,0.8,0.925,0.8666666666666667,0.8,0.95,0.9,0.85,0.9,0.9,0.8666666666666667,0.8577380952380953,0.07908606709825881,7
0.1597090448651995,0.056750737709076675,0.0071866171700613836,0.0010967701436988663,,0.1,1000,2,l2,42,lbfgs,SimpleImputer(strategy='median'),,,,,"{'balance': None, 'classify__C': 0.1, 'classify__max_iter': 1000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.9,0.725925925925926,0.94858934169279,0.6475279106858054,0.8095238095238095,0.9248585795097423,0.8666666666666667,0.7916666666666667,0.949874686716792,0.9020833333333332,0.8480000000000001,0.8979166666666666,0.9066666666666666,0.8629629629629629,0.8558759440727021,0.08341602905276074,5,0.9292929292929293,0.8928571428571428,0.9761904761904763,0.4821428571428572,0.9066666666666667,0.9849624060150376,0.9400000000000001,0.9600000000000001,0.97,0.9780219780219781,0.8645833333333334,1.0,1.0,0.9821428571428572,0.9190614747616629,0.12752708180855352,26,0.9,0.7333333333333333,0.95,0.6666666666666666,0.8,0.925,0.8666666666666667,0.8,0.95,0.9,0.85,0.9,0.9,0.8666666666666667,0.8577380952380953,0.07908606709825881,7
0.32821260179792133,0.07248650258907118,0.00681255544934954,0.0013712723862553075,,0.1,1000,2,l2,42,lbfgs,,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,50.0,,"{'balance': None, 'classify__C': 0.1, 'classify__max_iter': 1000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 50, 'transform': None}",0.8979166666666666,0.725925925925926,0.94858934169279,0.6475279106858054,0.9047619047619048,0.9248585795097423,0.8666666666666667,0.7916666666666667,0.949874686716792,0.9020833333333332,0.7934065934065935,0.844,0.9066666666666666,0.8629629629629629,0.854779136118751,0.08437765640365415,7,0.9595959595959596,0.9107142857142857,0.9761904761904763,0.4821428571428572,1.0,0.9899749373433584,0.9400000000000001,0.9500000000000001,0.96,0.9780219780219781,0.875,1.0,1.0,0.9821428571428572,0.9288416679394124,0.12864281581961998,7,0.9,0.7333333333333333,0.95,0.6666666666666666,0.9,0.925,0.8666666666666667,0.8,0.95,0.9,0.8,0.85,0.9,0.8666666666666667,0.8577380952380953,0.07908606709825881,7
0.23004371779305594,0.05644691713669026,0.007083450044904437,0.0012489726315958651,,0.1,1000,2,l2,42,lbfgs,,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,10.0,,"{'balance': None, 'classify__C': 0.1, 'classify__max_iter': 1000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 10, 'transform': None}",0.844,0.8629629629629629,0.94858934169279,0.56,0.95141065830721,0.9749528598365806,0.934609250398724,0.6703296703296703,0.9,0.847008547008547,0.8,0.844,0.9519713261648747,0.8629629629629629,0.8537712556903088,0.11173099503065914,8,0.9898989898989898,0.9107142857142857,0.9761904761904763,0.5,0.9866666666666667,0.9974937343358397,0.96,0.91,0.95,0.956043956043956,0.8229166666666666,1.0,1.0,1.0,0.92570891253692,0.12734857759719875,13,0.85,0.8666666666666667,0.95,0.6,0.95,0.975,0.9333333333333333,0.7,0.9,0.85,0.8,0.85,0.95,0.8666666666666667,0.8601190476190476,0.10060228208643048,5
0.3766660179410662,0.1428059851975952,0.0071669816970825195,0.0014588787984337057,,1.0,1000,2,l2,42,lbfgs,,SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,30.0,,"{'balance': None, 'classify__C': 1.0, 'classify__max_iter': 1000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 30, 'transform': None}",0.8979166666666666,0.725925925925926,0.94858934169279,0.5888888888888888,1.0,0.9242857142857144,0.8666666666666667,0.7333333333333333,0.9,0.9020833333333332,0.735042735042735,0.844,0.9519713261648747,0.9327300150829563,0.8536738533631346,0.11116712066339246,9,0.9696969696969696,0.875,0.9642857142857143,0.5,1.0,0.9899749373433584,0.96,0.9600000000000001,0.9500000000000001,0.967032967032967,0.8645833333333334,1.0,1.0,1.0,0.9286124229780245,0.12583923373600236,8,0.9,0.7333333333333333,0.95,0.6,1.0,0.925,0.8666666666666667,0.75,0.9,0.9,0.75,0.85,0.95,0.9333333333333333,0.8577380952380952,0.10627459032502942,10
0.43759592941829134,0.0799154864977464,0.009188226291111537,0.001162721397489389,,10.0,1000,2,l2,42,lbfgs,SimpleImputer(strategy='median'),SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>),,30.0,,"{'balance': None, 'classify__C': 10.0, 'classify__max_iter': 1000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'impute': SimpleImputer(strategy='median'), 'select': SelectKBest(score_func=<function mutual_info_classif at 0x78653ad5f380>), 'select__k': 30, 'transform': None}",0.8979166666666666,0.725925925925926,0.94858934169279,0.7066666666666668,0.8589743589743589,0.9497474747474748,0.8666666666666667,0.7333333333333333,0.898989898989899,0.9020833333333332,0.7934065934065935,0.844,0.9519713261648747,0.8629629629629629,0.852945324966539,0.08047622114300704,10,0.9696969696969696,0.8928571428571428,0.9404761904761905,0.5178571428571429,0.9733333333333334,0.9949874686716793,0.9400000000000001,0.9800000000000001,0.96,0.956043956043956,0.8229166666666666,1.0,1.0,0.9642857142857143,0.922318184634914,0.1209552955991803,20,0.9,0.7333333333333333,0.95,0.7333333333333333,0.85,0.95,0.8666666666666667,0.75,0.9,0.9,0.8,0.85,0.95,0.8666666666666667,0.8571428571428571,0.07419255452801372,11
