Model,Mean_MAE,Mean_RMSE,Mean_MAPE,Mean_R2
RandomForest,107.11850498472798,349.1210963368761,1.0102415364491049,0.6107425160695311
GradientBoosting,105.06949867178564,351.80350156316183,0.9642464465037494,0.6261482841426469
