mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_classify__n_components,param_classify__shrinkage,param_classify__solver,param_classify__store_covariance,param_classify__tol,param_select,param_transform,params,split0_test_f1_weighted_scorer,split1_test_f1_weighted_scorer,split2_test_f1_weighted_scorer,split3_test_f1_weighted_scorer,split4_test_f1_weighted_scorer,mean_test_f1_weighted_scorer,std_test_f1_weighted_scorer,rank_test_f1_weighted_scorer,split0_test_roc_auc_scorer,split1_test_roc_auc_scorer,split2_test_roc_auc_scorer,split3_test_roc_auc_scorer,split4_test_roc_auc_scorer,mean_test_roc_auc_scorer,std_test_roc_auc_scorer,rank_test_roc_auc_scorer,split0_test_accuracy_scorer,split1_test_accuracy_scorer,split2_test_accuracy_scorer,split3_test_accuracy_scorer,split4_test_accuracy_scorer,mean_test_accuracy_scorer,std_test_accuracy_scorer,rank_test_accuracy_scorer
0.007098340988159179,0.0017312035024478242,0.016507291793823244,0.005508272503811413,,1,0.8,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 0.8, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5174958629157103,0.5615632854438826,0.6096651445966514,0.5819163096065983,0.6386626885314549,0.5818606582188595,0.04136272095359651,1,0.5404117422798322,0.5447960350743424,0.6038886770873046,0.5672893633244377,0.609280303030303,0.5731332241592441,0.028845629016526705,29,0.5288461538461539,0.5769230769230769,0.625,0.5865384615384616,0.6442307692307693,0.5923076923076923,0.04015502503427136,5
0.012994527816772461,0.0034476296785823416,0.024684858322143555,0.010861358473153589,,1,0.8,eigen,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 0.8, 'classify__solver': 'eigen', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5174958629157103,0.5615632854438826,0.6096651445966514,0.5819163096065983,0.6386626885314549,0.5818606582188595,0.04136272095359651,1,0.5404117422798322,0.5447960350743424,0.6038886770873046,0.5672893633244377,0.609280303030303,0.5731332241592441,0.028845629016526705,29,0.5288461538461539,0.5769230769230769,0.625,0.5865384615384616,0.6442307692307693,0.5923076923076923,0.04015502503427136,5
0.013263177871704102,0.004758746779416403,0.027678155899047853,0.010343805879016083,,,0.8,eigen,True,0.0001,,,"{'balance': None, 'classify__n_components': None, 'classify__shrinkage': 0.8, 'classify__solver': 'eigen', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5174958629157103,0.5615632854438826,0.6096651445966514,0.5819163096065983,0.6386626885314549,0.5818606582188595,0.04136272095359651,1,0.5404117422798322,0.5447960350743424,0.6038886770873046,0.5672893633244377,0.609280303030303,0.5731332241592441,0.028845629016526705,29,0.5288461538461539,0.5769230769230769,0.625,0.5865384615384616,0.6442307692307693,0.5923076923076923,0.04015502503427136,5
0.01243124008178711,0.0065360636464100955,0.02129988670349121,0.009974719513886347,,,0.8,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': None, 'classify__shrinkage': 0.8, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5174958629157103,0.5615632854438826,0.6096651445966514,0.5819163096065983,0.6386626885314549,0.5818606582188595,0.04136272095359651,1,0.5404117422798322,0.5447960350743424,0.6038886770873046,0.5672893633244377,0.609280303030303,0.5731332241592441,0.028845629016526705,29,0.5288461538461539,0.5769230769230769,0.625,0.5865384615384616,0.6442307692307693,0.5923076923076923,0.04015502503427136,5
0.010833978652954102,0.003976426390779002,0.016491413116455078,0.002915209540308739,,,0.9,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': None, 'classify__shrinkage': 0.9, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5235790504819376,0.5384615384615384,0.6208078156897053,0.6081760120221659,0.6124305801725156,0.5806909993655726,0.04102995962964147,5,0.536599313762867,0.5432710636675563,0.5993137628669463,0.5623332062523827,0.596780303030303,0.5676595299160111,0.026221799814993334,39,0.5288461538461539,0.5384615384615384,0.625,0.6057692307692307,0.6153846153846154,0.5826923076923076,0.04061290784989015,39
0.015286397933959962,0.004176613348968159,0.029520273208618164,0.007097045586308414,,,0.9,eigen,True,0.0001,,,"{'balance': None, 'classify__n_components': None, 'classify__shrinkage': 0.9, 'classify__solver': 'eigen', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5235790504819376,0.5384615384615384,0.6208078156897053,0.6081760120221659,0.6124305801725156,0.5806909993655726,0.04102995962964147,5,0.536599313762867,0.5432710636675563,0.5993137628669463,0.5623332062523827,0.596780303030303,0.5676595299160111,0.026221799814993334,39,0.5288461538461539,0.5384615384615384,0.625,0.6057692307692307,0.6153846153846154,0.5826923076923076,0.04061290784989015,39
0.00999755859375,0.005578477832289237,0.020453691482543945,0.005987791763769295,,1,0.9,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 0.9, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5235790504819376,0.5384615384615384,0.6208078156897053,0.6081760120221659,0.6124305801725156,0.5806909993655726,0.04102995962964147,5,0.536599313762867,0.5432710636675563,0.5993137628669463,0.5623332062523827,0.596780303030303,0.5676595299160111,0.026221799814993334,39,0.5288461538461539,0.5384615384615384,0.625,0.6057692307692307,0.6153846153846154,0.5826923076923076,0.04061290784989015,39
0.013889598846435546,0.004635193986683825,0.02778034210205078,0.0015533668717551059,,1,0.9,eigen,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 0.9, 'classify__solver': 'eigen', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5235790504819376,0.5384615384615384,0.6208078156897053,0.6081760120221659,0.6124305801725156,0.5806909993655726,0.04102995962964147,5,0.536599313762867,0.5432710636675563,0.5993137628669463,0.5623332062523827,0.596780303030303,0.5676595299160111,0.026221799814993334,39,0.5288461538461539,0.5384615384615384,0.625,0.6057692307692307,0.6153846153846154,0.5826923076923076,0.04061290784989015,39
0.013533592224121094,0.002740158937607078,0.025242996215820313,0.005429841557697249,,1,0.7,eigen,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 0.7, 'classify__solver': 'eigen', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5734113712374581,0.5734113712374581,0.5438571007536525,0.5977878330819508,0.6073059360730594,0.5791547224767157,0.022143070717465185,9,0.5472741136103697,0.5493709492947008,0.6115135341212352,0.5764391917651543,0.6176136363636363,0.5804422850310194,0.029761425152176186,25,0.5961538461538461,0.5961538461538461,0.5865384615384616,0.6153846153846154,0.625,0.6038461538461538,0.014131671592979875,1
0.011339759826660157,0.003504486166590541,0.023168373107910156,0.002956394493192458,,1,0.7,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 0.7, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5734113712374581,0.5734113712374581,0.5438571007536525,0.5977878330819508,0.6073059360730594,0.5791547224767157,0.022143070717465185,9,0.5472741136103697,0.5493709492947008,0.6115135341212352,0.5764391917651543,0.6176136363636363,0.5804422850310194,0.029761425152176186,25,0.5961538461538461,0.5961538461538461,0.5865384615384616,0.6153846153846154,0.625,0.6038461538461538,0.014131671592979875,1
