mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_classify__C,param_classify__max_iter,param_classify__n_jobs,param_classify__penalty,param_classify__random_state,param_classify__solver,param_classify__tol,param_impute,param_select,param_select__k,param_transform,params,split0_test_f1_weighted_scorer,split1_test_f1_weighted_scorer,split2_test_f1_weighted_scorer,split3_test_f1_weighted_scorer,split4_test_f1_weighted_scorer,mean_test_f1_weighted_scorer,std_test_f1_weighted_scorer,rank_test_f1_weighted_scorer,split0_test_roc_auc_scorer,split1_test_roc_auc_scorer,split2_test_roc_auc_scorer,split3_test_roc_auc_scorer,split4_test_roc_auc_scorer,mean_test_roc_auc_scorer,std_test_roc_auc_scorer,rank_test_roc_auc_scorer,split0_test_accuracy_scorer,split1_test_accuracy_scorer,split2_test_accuracy_scorer,split3_test_accuracy_scorer,split4_test_accuracy_scorer,mean_test_accuracy_scorer,std_test_accuracy_scorer,rank_test_accuracy_scorer
0.295042610168457,0.0537172627417285,0.015103673934936524,0.0077513182501372764,,1.0,100,2,l2,42,lbfgs,1e-08,,SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>),9,,"{'balance': None, 'classify__C': 1.0, 'classify__max_iter': 100, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'classify__tol': 1e-08, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>), 'select__k': 9, 'transform': None}",0.5315581854043393,0.5731714253213513,0.5363660477453581,0.5433390531856895,0.5766578249336871,0.5522185073180851,0.01893831618778047,1,0.5306900495615707,0.6334349980937858,0.5630956919557758,0.5836828059473885,0.6143939393939394,0.585059496990492,0.03644458654360993,143,0.6153846153846154,0.625,0.5961538461538461,0.6057692307692307,0.6346153846153846,0.6153846153846154,0.013598207330510528,1
0.30396499633789065,0.12365992931065557,0.018265724182128906,0.01053335796709803,,100.0,1000,2,l2,42,lbfgs,1e-08,,SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>),9,,"{'balance': None, 'classify__C': 100.0, 'classify__max_iter': 1000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'classify__tol': 1e-08, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>), 'select__k': 9, 'transform': None}",0.5250035114003465,0.5728021978021978,0.5363660477453581,0.5433390531856895,0.562023562023562,0.5479068744314308,0.01730709509983427,2,0.4937094929470073,0.6532596263820054,0.5642394205108654,0.5836828059473885,0.6363636363636365,0.5862509964301805,0.05666827703901831,129,0.6057692307692307,0.6346153846153846,0.5961538461538461,0.6057692307692307,0.6153846153846154,0.6115384615384616,0.0130429422752409,10
0.2557365894317627,0.058376383370860506,0.012862157821655274,0.0012870677278757686,,1.0,1000,2,l2,42,lbfgs,1e-06,SimpleImputer(strategy='median'),SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>),9,,"{'balance': None, 'classify__C': 1.0, 'classify__max_iter': 1000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'classify__tol': 1e-06, 'impute': SimpleImputer(strategy='median'), 'select': SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>), 'select__k': 9, 'transform': None}",0.5250035114003465,0.5549802761341223,0.5363660477453581,0.5433390531856895,0.5766578249336871,0.5472693426798407,0.01762519584245267,3,0.49637819290888296,0.6486847121616469,0.5630956919557758,0.5836828059473885,0.6329545454545455,0.5849591896856479,0.05420466966713987,145,0.6057692307692307,0.6346153846153846,0.5961538461538461,0.6057692307692307,0.6346153846153846,0.6153846153846154,0.016089615894886066,1
0.4043585300445557,0.09134615486041157,0.02155303955078125,0.0066455549072560035,,100.0,2000,2,l2,42,lbfgs,1e-06,,SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>),9,,"{'balance': None, 'classify__C': 100.0, 'classify__max_iter': 2000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'classify__tol': 1e-06, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>), 'select__k': 9, 'transform': None}",0.5027966193734388,0.5728021978021978,0.5363660477453581,0.5433390531856895,0.5766578249336871,0.5463923486080743,0.02692179830954198,4,0.5699580632863134,0.6532596263820054,0.5642394205108654,0.5836828059473885,0.6609848484848485,0.6064249529222843,0.04194502896759362,6,0.6057692307692307,0.6346153846153846,0.5961538461538461,0.6057692307692307,0.6346153846153846,0.6153846153846154,0.016089615894886066,1
0.31284594535827637,0.0736216221009889,0.017134809494018556,0.0053448594079049784,,100.0,200,2,l2,42,lbfgs,0.0001,,SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>),9,,"{'balance': None, 'classify__C': 100.0, 'classify__max_iter': 200, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'classify__tol': 0.0001, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>), 'select__k': 9, 'transform': None}",0.5207400194741967,0.5549802761341223,0.5363660477453581,0.5433390531856895,0.562023562023562,0.5434897917125857,0.014448906265141854,5,0.5508959207014869,0.6486847121616469,0.5642394205108654,0.5836828059473885,0.6363636363636365,0.5967732991370049,0.03897880892602258,39,0.6153846153846154,0.6346153846153846,0.5961538461538461,0.6057692307692307,0.6153846153846154,0.6134615384615385,0.012756249193674614,4
0.33615641593933104,0.10904867907836868,0.015453577041625977,0.006720392768644897,,100.0,500,2,l2,42,lbfgs,1e-08,SimpleImputer(strategy='median'),SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>),9,,"{'balance': None, 'classify__C': 100.0, 'classify__max_iter': 500, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'classify__tol': 1e-08, 'impute': SimpleImputer(strategy='median'), 'select': SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>), 'select__k': 9, 'transform': None}",0.5207400194741967,0.5731714253213513,0.5142882404951371,0.5433390531856895,0.562023562023562,0.5427124600999873,0.022767451530431103,6,0.5505146778497904,0.6338162409454823,0.5836828059473884,0.5836828059473885,0.6363636363636365,0.5976120334107373,0.03292002135759851,36,0.6153846153846154,0.625,0.5769230769230769,0.6057692307692307,0.6153846153846154,0.6076923076923076,0.01654293320585123,38
0.3468738555908203,0.08805282924970352,0.021037864685058593,0.009234681993666598,,0.1,2000,2,l2,42,lbfgs,1e-08,SimpleImputer(strategy='median'),SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>),9,,"{'balance': None, 'classify__C': 0.1, 'classify__max_iter': 2000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'classify__tol': 1e-08, 'impute': SimpleImputer(strategy='median'), 'select': SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>), 'select__k': 9, 'transform': None}",0.5363660477453581,0.5573083778966132,0.5278340080971661,0.5278340080971661,0.562023562023562,0.542273200771973,0.014615117842958459,7,0.5821578345406023,0.6521158978269157,0.5604269919939001,0.5806328631338162,0.6359848484848485,0.6022636871960165,0.0353406467102707,15,0.5961538461538461,0.625,0.5961538461538461,0.5961538461538461,0.6153846153846154,0.6057692307692308,0.012162606385263007,43
0.2714937686920166,0.05048223907668563,0.015174579620361329,0.006425843362659535,,10.0,100,2,l2,42,lbfgs,1e-06,,SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>),9,,"{'balance': None, 'classify__C': 10.0, 'classify__max_iter': 100, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'classify__tol': 1e-06, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>), 'select__k': 9, 'transform': None}",0.5278340080971661,0.5731714253213513,0.5363660477453581,0.5433390531856895,0.5300150829562594,0.5421451234611648,0.016428027861236847,8,0.5958825772016774,0.6151353412123522,0.5642394205108654,0.5836828059473885,0.5977272727272727,0.5913334835199112,0.016856597171562935,81,0.5961538461538461,0.625,0.5961538461538461,0.6057692307692307,0.6057692307692307,0.6057692307692308,0.010533126105868582,43
0.33363938331604004,0.11726438420936093,0.01259918212890625,0.002796684963302865,,1.0,2000,2,l2,42,lbfgs,1e-06,,SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>),9,,"{'balance': None, 'classify__C': 1.0, 'classify__max_iter': 2000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'classify__tol': 1e-06, 'impute': None, 'select': SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>), 'select__k': 9, 'transform': None}",0.49677702044790656,0.5728021978021978,0.5363660477453581,0.5433390531856895,0.5543766578249337,0.5407321954012171,0.025189572314227512,9,0.5158215783454061,0.6532596263820054,0.5630956919557758,0.5836828059473885,0.581060606060606,0.5793840617382363,0.0442366123009217,196,0.5961538461538461,0.6346153846153846,0.5961538461538461,0.6057692307692307,0.6153846153846154,0.6096153846153847,0.014390989949130541,15
0.6142918109893799,0.2742158148586784,0.0353644847869873,0.004488759897591944,,10.0,2000,2,l2,42,lbfgs,1e-08,SimpleImputer(strategy='median'),SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>),9,,"{'balance': None, 'classify__C': 10.0, 'classify__max_iter': 2000, 'classify__n_jobs': 2, 'classify__penalty': 'l2', 'classify__random_state': 42, 'classify__solver': 'lbfgs', 'classify__tol': 1e-08, 'impute': SimpleImputer(strategy='median'), 'select': SelectKBest(score_func=<function mutual_info_classif at 0x794191767420>), 'select__k': 9, 'transform': None}",0.5027966193734388,0.5728021978021978,0.5363660477453581,0.5433390531856895,0.5459803354540196,0.5402568507121408,0.02244934362767048,10,0.5547083492184521,0.6532596263820054,0.5642394205108654,0.5836828059473885,0.5761363636363637,0.586405313139015,0.034866565320583166,127,0.6057692307692307,0.6346153846153846,0.5961538461538461,0.6057692307692307,0.6153846153846154,0.6115384615384616,0.0130429422752409,10
