mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_classify__n_components,param_classify__shrinkage,param_classify__solver,param_classify__store_covariance,param_classify__tol,param_select,param_transform,params,split0_test_f1_weighted_scorer,split1_test_f1_weighted_scorer,split2_test_f1_weighted_scorer,split3_test_f1_weighted_scorer,split4_test_f1_weighted_scorer,mean_test_f1_weighted_scorer,std_test_f1_weighted_scorer,rank_test_f1_weighted_scorer,split0_test_roc_auc_scorer,split1_test_roc_auc_scorer,split2_test_roc_auc_scorer,split3_test_roc_auc_scorer,split4_test_roc_auc_scorer,mean_test_roc_auc_scorer,std_test_roc_auc_scorer,rank_test_roc_auc_scorer,split0_test_accuracy_scorer,split1_test_accuracy_scorer,split2_test_accuracy_scorer,split3_test_accuracy_scorer,split4_test_accuracy_scorer,mean_test_accuracy_scorer,std_test_accuracy_scorer,rank_test_accuracy_scorer
0.010236692428588868,0.0005158825032039885,0.029527759552001952,0.006013862039785485,,1,,svd,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': None, 'classify__solver': 'svd', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.46372820104477486,0.5977878330819508,0.6049853901966578,0.5765780021505212,0.5941615636272124,0.5674481980202234,0.05269597565330143,1,0.5156309569195577,0.6157072054898971,0.6280975981700343,0.5354555852077774,0.5204545454545455,0.5630691782483623,0.04863817348748491,21,0.5288461538461539,0.6153846153846154,0.6346153846153846,0.5865384615384616,0.6057692307692307,0.5942307692307692,0.03618247638889764,1
0.009067916870117187,0.001729200903006046,0.023322534561157227,0.006062734134814932,,1,,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': None, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.46372820104477486,0.5977878330819508,0.6049853901966578,0.5765780021505212,0.5941615636272124,0.5674481980202234,0.05269597565330143,1,0.5156309569195577,0.6157072054898971,0.6280975981700343,0.5354555852077774,0.5204545454545455,0.5630691782483623,0.04863817348748491,21,0.5288461538461539,0.6153846153846154,0.6346153846153846,0.5865384615384616,0.6057692307692307,0.5942307692307692,0.03618247638889764,1
0.01116642951965332,0.00540905183526551,0.01791858673095703,0.0066902760501518855,,1,0.0,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 0.0, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.46372820104477486,0.5977878330819508,0.6049853901966578,0.5765780021505212,0.5941615636272124,0.5674481980202234,0.05269597565330143,1,0.5156309569195577,0.6157072054898971,0.6280975981700343,0.5354555852077774,0.5204545454545455,0.5630691782483623,0.04863817348748491,21,0.5288461538461539,0.6153846153846154,0.6346153846153846,0.5865384615384616,0.6057692307692307,0.5942307692307692,0.03618247638889764,1
0.006856012344360352,0.003640227434859588,0.00876932144165039,0.00039961529719285233,,,,svd,True,0.0001,,,"{'balance': None, 'classify__n_components': None, 'classify__shrinkage': None, 'classify__solver': 'svd', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.46372820104477486,0.5977878330819508,0.6049853901966578,0.5765780021505212,0.5941615636272124,0.5674481980202234,0.05269597565330143,1,0.5156309569195577,0.6157072054898971,0.6280975981700343,0.5354555852077774,0.5204545454545455,0.5630691782483623,0.04863817348748491,21,0.5288461538461539,0.6153846153846154,0.6346153846153846,0.5865384615384616,0.6057692307692307,0.5942307692307692,0.03618247638889764,1
0.003320789337158203,0.00027220672570883676,0.00863785743713379,0.00040445457058920024,,,,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': None, 'classify__shrinkage': None, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.46372820104477486,0.5977878330819508,0.6049853901966578,0.5765780021505212,0.5941615636272124,0.5674481980202234,0.05269597565330143,1,0.5156309569195577,0.6157072054898971,0.6280975981700343,0.5354555852077774,0.5204545454545455,0.5630691782483623,0.04863817348748491,21,0.5288461538461539,0.6153846153846154,0.6346153846153846,0.5865384615384616,0.6057692307692307,0.5942307692307692,0.03618247638889764,1
0.011062002182006836,0.004057388730958384,0.02623276710510254,0.0033460922918795706,,,0.0,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': None, 'classify__shrinkage': 0.0, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.46372820104477486,0.5977878330819508,0.6049853901966578,0.5765780021505212,0.5941615636272124,0.5674481980202234,0.05269597565330143,1,0.5156309569195577,0.6157072054898971,0.6280975981700343,0.5354555852077774,0.5204545454545455,0.5630691782483623,0.04863817348748491,21,0.5288461538461539,0.6153846153846154,0.6346153846153846,0.5865384615384616,0.6057692307692307,0.5942307692307692,0.03618247638889764,1
0.006171703338623047,0.0019730491562899776,0.010847187042236328,0.0014313871214997732,,1,0.7,eigen,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 0.7, 'classify__solver': 'eigen', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5154580662393162,0.5848822230401177,0.5875433125433125,0.5776772247360482,0.5501194457716196,0.5631360544660828,0.027286181083381492,7,0.5091498284407168,0.5665268776210446,0.5796797560045749,0.5884483415935952,0.5753787878787879,0.5638367183077438,0.028241268012148383,17,0.5576923076923077,0.5961538461538461,0.6346153846153846,0.5961538461538461,0.5769230769230769,0.5923076923076923,0.02551249838734922,7
0.005381441116333008,0.00234067660043359,0.013099336624145507,0.001657867295863817,,1,0.7,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 0.7, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5154580662393162,0.5848822230401177,0.5875433125433125,0.5776772247360482,0.5501194457716196,0.5631360544660828,0.027286181083381492,7,0.5091498284407168,0.5665268776210446,0.5796797560045749,0.5884483415935952,0.5753787878787879,0.5638367183077438,0.028241268012148383,17,0.5576923076923077,0.5961538461538461,0.6346153846153846,0.5961538461538461,0.5769230769230769,0.5923076923076923,0.02551249838734922,7
0.008162498474121094,0.0016292484979769906,0.01793355941772461,0.0030112104249337174,,,0.7,eigen,True,0.0001,,,"{'balance': None, 'classify__n_components': None, 'classify__shrinkage': 0.7, 'classify__solver': 'eigen', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5154580662393162,0.5848822230401177,0.5875433125433125,0.5776772247360482,0.5501194457716196,0.5631360544660828,0.027286181083381492,7,0.5091498284407168,0.5665268776210446,0.5796797560045749,0.5884483415935952,0.5753787878787879,0.5638367183077438,0.028241268012148383,17,0.5576923076923077,0.5961538461538461,0.6346153846153846,0.5961538461538461,0.5769230769230769,0.5923076923076923,0.02551249838734922,7
0.00724945068359375,0.0032511180904021943,0.013762331008911133,0.004016113289742303,,,0.7,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': None, 'classify__shrinkage': 0.7, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.5154580662393162,0.5848822230401177,0.5875433125433125,0.5776772247360482,0.5501194457716196,0.5631360544660828,0.027286181083381492,7,0.5091498284407168,0.5665268776210446,0.5796797560045749,0.5884483415935952,0.5753787878787879,0.5638367183077438,0.028241268012148383,17,0.5576923076923077,0.5961538461538461,0.6346153846153846,0.5961538461538461,0.5769230769230769,0.5923076923076923,0.02551249838734922,7
