mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_classify__ccp_alpha,param_classify__criterion,param_classify__max_features,param_classify__n_estimators,param_classify__n_jobs,param_classify__random_state,param_impute,param_select,param_transform,params,split0_test_f1_weighted_scorer,split1_test_f1_weighted_scorer,mean_test_f1_weighted_scorer,std_test_f1_weighted_scorer,rank_test_f1_weighted_scorer,split0_test_roc_auc_scorer,split1_test_roc_auc_scorer,mean_test_roc_auc_scorer,std_test_roc_auc_scorer,rank_test_roc_auc_scorer,split0_test_accuracy_scorer,split1_test_accuracy_scorer,mean_test_accuracy_scorer,std_test_accuracy_scorer,rank_test_accuracy_scorer
0.029317855834960938,0.0013043880462646484,0.03563809394836426,0.0003440380096435547,,0.08,log_loss,,10,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.08, 'classify__criterion': 'log_loss', 'classify__max_features': None, 'classify__n_estimators': 10, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.5652610954936537,0.66578073089701,0.6155209131953319,0.050259817701678144,1,0.5628342245989305,0.6031746031746033,0.5830044138867669,0.02017018928783637,23,0.5641025641025641,0.6666666666666666,0.6153846153846154,0.051282051282051266,1
0.03659546375274658,0.007019162178039551,0.032660841941833496,0.001614689826965332,,0.08,log_loss,,10,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.08, 'classify__criterion': 'log_loss', 'classify__max_features': None, 'classify__n_estimators': 10, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.5652610954936537,0.66578073089701,0.6155209131953319,0.050259817701678144,1,0.5628342245989305,0.6031746031746033,0.5830044138867669,0.02017018928783637,23,0.5641025641025641,0.6666666666666666,0.6153846153846154,0.051282051282051266,1
0.029360413551330566,1.2755393981933594e-05,0.035161733627319336,0.0010001659393310547,,0.08,entropy,,10,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.08, 'classify__criterion': 'entropy', 'classify__max_features': None, 'classify__n_estimators': 10, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.5652610954936537,0.66578073089701,0.6155209131953319,0.050259817701678144,1,0.5628342245989305,0.6031746031746033,0.5830044138867669,0.02017018928783637,23,0.5641025641025641,0.6666666666666666,0.6153846153846154,0.051282051282051266,1
0.027416229248046875,0.0008766651153564453,0.03230619430541992,0.0018742084503173828,,0.08,entropy,,10,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.08, 'classify__criterion': 'entropy', 'classify__max_features': None, 'classify__n_estimators': 10, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.5652610954936537,0.66578073089701,0.6155209131953319,0.050259817701678144,1,0.5628342245989305,0.6031746031746033,0.5830044138867669,0.02017018928783637,23,0.5641025641025641,0.6666666666666666,0.6153846153846154,0.051282051282051266,1
0.02822399139404297,0.0005922317504882812,0.033791303634643555,0.0014052391052246094,,0.04,gini,log2,10,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.04, 'classify__criterion': 'gini', 'classify__max_features': 'log2', 'classify__n_estimators': 10, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.7186983559076583,0.46153846153846156,0.59011840872306,0.12857994718459836,5,0.6737967914438503,0.5317460317460317,0.602771411594941,0.07102537984890928,1,0.717948717948718,0.46153846153846156,0.5897435897435898,0.1282051282051282,5
0.03035867214202881,0.00021255016326904297,0.03401291370391846,0.0018824338912963867,,0.04,gini,log2,10,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.04, 'classify__criterion': 'gini', 'classify__max_features': 'log2', 'classify__n_estimators': 10, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.7186983559076583,0.46153846153846156,0.59011840872306,0.12857994718459836,5,0.6737967914438503,0.5317460317460317,0.602771411594941,0.07102537984890928,1,0.717948717948718,0.46153846153846156,0.5897435897435898,0.1282051282051282,5
1.1140923500061035,0.015813827514648438,0.2953540086746216,0.01048886775970459,,0.08,log_loss,log2,1000,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.08, 'classify__criterion': 'log_loss', 'classify__max_features': 'log2', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.5600797795919747,0.6143623818042423,0.5872210806981085,0.027141301106133775,7,0.5748663101604278,0.5555555555555556,0.5652109328579917,0.009655377302436097,147,0.5641025641025641,0.6153846153846154,0.5897435897435898,0.02564102564102566,5
1.1048575639724731,0.022483468055725098,0.2938350439071655,0.03245985507965088,,0.08,entropy,log2,1000,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.08, 'classify__criterion': 'entropy', 'classify__max_features': 'log2', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.5600797795919747,0.6143623818042423,0.5872210806981085,0.027141301106133775,7,0.5748663101604278,0.5555555555555556,0.5652109328579917,0.009655377302436097,147,0.5641025641025641,0.6153846153846154,0.5897435897435898,0.02564102564102566,5
1.1343379020690918,0.010709524154663086,0.28857100009918213,0.0067337751388549805,,0.08,entropy,log2,1000,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.08, 'classify__criterion': 'entropy', 'classify__max_features': 'log2', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.5600797795919747,0.6143623818042423,0.5872210806981085,0.027141301106133775,7,0.5748663101604278,0.5555555555555556,0.5652109328579917,0.009655377302436097,147,0.5641025641025641,0.6153846153846154,0.5897435897435898,0.02564102564102566,5
1.0801347494125366,0.04926741123199463,0.29612529277801514,0.00352632999420166,,0.08,log_loss,log2,1000,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.08, 'classify__criterion': 'log_loss', 'classify__max_features': 'log2', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.5600797795919747,0.6143623818042423,0.5872210806981085,0.027141301106133775,7,0.5748663101604278,0.5555555555555556,0.5652109328579917,0.009655377302436097,147,0.5641025641025641,0.6153846153846154,0.5897435897435898,0.02564102564102566,5
