cd4.treg,B.memory,CD8.GrzmB,live.cd4tconv,NK,Macro,Mo0,live.cd8,B.plasma,Target
-0.2730153906007364,1.0174410464451769,-1.305053331984156,0.6760825854590392,-0.7186699545340394,-0.6549569796398921,-0.8195360727077257,-0.08325823846042567,-0.32137701378495753,1
0.33472636831439145,-0.005623075292741007,-1.6698125970334208,0.2762412508566093,-0.35435484771030595,-0.6561625676957076,-0.3282306732120245,0.3116984987458804,-0.1644675994833051,0
-1.4902675180749747,-1.0757825498990221,-1.1482685583792784,0.44667904625875077,-0.2412310791222122,-0.6142177261812444,-2.3534058818979853,0.2525424964502096,-0.33391388602923444,0
0.7713590794577642,-0.6684139758792697,-0.9954093949050831,0.35225877777649095,-0.6969433774302557,-0.6711556875532962,-0.9039149644963033,-0.16848955661722836,-0.29867427312024764,0
-0.39541020307042835,0.3811543964879057,-0.6310052798496256,0.38829287553284314,-0.52874517940352,-0.5400930159975267,-1.2387432597933956,0.42615324155012985,-0.44735458383163573,1
-0.48286290215236205,-0.5325632108692268,-1.1061164535329095,0.41066274912756684,-0.34441993602464954,-0.568581570911006,-1.0078291086270397,0.2643206164895626,-0.3386848043666703,0
-0.8106621501628268,0.08540886856430939,-1.020875690284601,0.390396440385258,-0.5206350350287827,0.3655524578811589,-1.9020980519082364,0.1646471306535938,-0.9145658673219211,1
-0.24235021819224006,-0.5579570835977861,-1.521513241064026,0.9310526191003456,-0.6628602974904196,-0.4144795227100321,-1.1283201334194737,-0.2660065082321007,-0.4086593800160441,0
-0.393716839871474,-0.4300579092979797,-0.8959970716145534,0.4858023386509948,-0.3732948155955907,-0.47223144029519937,-1.5894364655647313,0.2170410014482753,0.42280482000889863,1
-0.6029300013213872,1.1729797290063424,-1.0351345846257498,0.045942406076259185,-0.573227344775734,0.49894993160253703,-0.6181007857387438,1.0724890379585343,0.014695525197701134,1
-1.3965724828044443,-0.613252170954728,-0.8629844030056046,0.24653377424787806,-0.4029405733223694,-0.473399482332919,-1.8764869174579264,0.5963415717570096,0.5794209225816486,1
-0.3514650922009477,-0.18712685171337104,-1.058932280692669,0.49167133608557156,-0.3492584507600856,0.6005215347656547,-0.5807409198403709,-0.5467772024566564,-3.4217028856199807,1
-0.7665182879007914,0.9964956855495027,-1.1950040376444155,-0.8992627045090034,-0.4670468663937567,-0.8520388516505859,-2.672729684494907,-1.346510650419871,-0.023622841373974496,1
-0.736228992585167,0.5644026526002353,-1.3273864802361348,0.6528483281269177,-0.9082444777265162,0.7293831392161982,-0.7004024239495705,-0.09229817934876734,-0.2926770532143767,1
-0.4103270441277769,-0.34199519616571417,-0.9432733094929923,0.46326093658438294,-0.4250897605947606,0.16412838673707825,-0.6151256346947709,0.0882275856501094,-0.6874917023052051,1
-1.126592731410673,0.5552499441846339,-0.9253964114725413,0.5759012265565852,-0.26958152541495845,0.9917744799797387,-0.5206295539479608,0.08492010881915303,-0.4051022921874571,1
-1.1593362351843697,0.22373022599429027,-1.3040374068778025,0.8419508785569682,-0.42576187485682265,0.05420782280768052,-0.0023460507921753294,-0.1982263553443455,-0.05532116572077379,1
-0.5283864483117615,-0.09389356154071564,-0.8778674841353147,0.4765420887029511,-0.3968174869027383,0.0953641262593647,-0.8211379622698919,-0.012151200744831992,-0.04014127548314604,1
-0.7681457069716663,-0.6505415078425064,-1.0644757859647387,0.02659100779301715,0.6886130960466861,1.0729718533506363,0.9731790795668671,0.9004038989478805,-0.17789699950228124,0
-1.3429698922283324,0.4417564807736527,-1.0065776391865988,0.4330985311923951,-0.12270328029357383,0.03803005531241987,-1.94563126889761,0.37847960912499706,0.26039261768226224,1
-1.5694275490043885,-0.9535131841440848,-2.054588152470528,0.6825643071048845,-0.1942614001735243,-0.7527020406976066,0.08928620384950285,-0.019493959779196164,-0.29050712657004296,0
-0.9792407468588995,0.6840409927849737,-1.3163691447491865,0.4496328245540837,2.025138728229525,0.6984516722056474,1.245840856606762,0.5646006973831095,0.17746944150715452,1
-0.5359067794888296,-2.1964418472538516,-0.4931107175993872,-0.11810371097749521,0.010929887139098721,-1.0341473540031312,-2.0321982440223687,0.8870183894956587,2.2087663840533356,0
1.0997047327294553,0.41549849084135904,-1.0278513664614068,0.4171832127866138,-0.8960710139856274,-0.6343203336136205,0.18617772714472394,1.463140091552315,-0.11946779328046561,0
