live.cd8,cd4.treg,Macro,B.memory,CD8.GrzmB,B.plasma,NK,live.cd4tconv,Mo0,Target
-0.4024702641675953,0.0492691584467883,-0.3627383839088876,-0.8182780941847607,-1.0205306996096206,-0.4886643169873388,-0.5875436994412585,0.9008454171592952,-0.8981562107930415,0
-0.1832725326555758,-0.2881872622234525,0.5987863699103847,0.2090714996040427,-0.7194153939042492,-0.112003700884373,-0.3839681516757974,0.3955488808788603,0.1179919479606559,0
0.4050940113111043,-0.0737095897513815,1.154120382785468,0.0654755783953582,-0.8751017924635267,0.3770587208457915,-0.3542579252734075,-0.097208998908639,0.2499796642069292,0
-0.1185000055968785,-0.5035353084974086,0.0977363937980601,0.310111840428665,-0.7072521495874483,0.306021370850005,-0.5142394039276429,0.4082929350657117,-1.3659574707023971,1
-0.0111875569666659,-0.0775097326578858,-0.4301214149627281,-0.6805782867000216,-0.6606471493080309,0.4196466850749017,-0.2565764117991162,0.4123100294763324,-1.3785287520527465,0
0.68175054309089,-0.2527386722938027,0.7030209511758493,1.0452966096293912,-0.7406983208175913,-0.0261814846884542,-0.4850951097502037,-0.0703109864379847,-0.3666301130185368,1
0.2960570742942648,-0.917463250405911,-0.4314842478553984,-0.8778103227983293,-0.6416536892438814,0.5907377904558306,-0.2904608926451161,0.1497809171913162,-1.6775664252667228,0
-0.6707464824470554,-0.7027545902717317,-0.5659625453434098,0.2681151068486954,-0.7271047745373097,0.2303329426178561,-0.320578361722513,1.1098956068276242,-1.5127923286370797,1
-0.4147417624453506,-0.3550076610183535,-0.6131369872506877,-0.8554116651509496,-0.9619311734611944,-0.0912686572884013,-0.5348628516467983,1.063321860378794,-1.5565027104771323,0
-0.6299027943788812,-0.0421212853405159,0.8215313448789763,-0.4190319550321456,-0.7543900521713927,-3.780183742297699,-0.2291033496705528,0.4187495828307236,-0.3277100998426214,0
-1.277710437078944,-0.3897539623238621,-0.8732681651307579,0.8552889810330593,-0.8326773761116656,-0.068041367455581,-0.3637330444216023,-1.107404426724356,-2.507060274859374,1
