mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_classify__ccp_alpha,param_classify__criterion,param_classify__max_features,param_classify__n_estimators,param_classify__n_jobs,param_classify__random_state,param_impute,param_select,param_transform,params,split0_test_f1_weighted_scorer,split1_test_f1_weighted_scorer,split2_test_f1_weighted_scorer,mean_test_f1_weighted_scorer,std_test_f1_weighted_scorer,rank_test_f1_weighted_scorer,split0_test_roc_auc_scorer,split1_test_roc_auc_scorer,split2_test_roc_auc_scorer,mean_test_roc_auc_scorer,std_test_roc_auc_scorer,rank_test_roc_auc_scorer,split0_test_accuracy_scorer,split1_test_accuracy_scorer,split2_test_accuracy_scorer,mean_test_accuracy_scorer,std_test_accuracy_scorer,rank_test_accuracy_scorer
3.064375877380371,0.16322885412562127,0.7746689319610596,0.09437952868796044,,0.0,entropy,sqrt,1000,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.0, 'classify__criterion': 'entropy', 'classify__max_features': 'sqrt', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.7551820728291316,0.9043290043290044,0.849624060150376,0.8363783791028373,0.0616051288111998,1,0.8363636363636364,0.8909090909090909,0.9299999999999999,0.8857575757575757,0.0384000497397902,65,0.7619047619047619,0.9047619047619048,0.85,0.8388888888888889,0.05884801559338613,1
3.4068289597829184,0.2978792675736119,0.7595391273498535,0.11556311137495805,,0.0,gini,sqrt,1000,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.0, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.7551820728291316,0.9043290043290044,0.849624060150376,0.8363783791028373,0.0616051288111998,1,0.8636363636363638,0.8909090909090909,0.9299999999999999,0.8948484848484849,0.027235665052874256,1,0.7619047619047619,0.9047619047619048,0.85,0.8388888888888889,0.05884801559338613,1
2.940089384714762,0.18964781855333004,0.8423139254252116,0.026798927442573443,,0.04,entropy,log2,1000,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.04, 'classify__criterion': 'entropy', 'classify__max_features': 'log2', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.7551820728291316,0.9043290043290044,0.849624060150376,0.8363783791028373,0.0616051288111998,1,0.8363636363636364,0.8909090909090909,0.9299999999999999,0.8857575757575757,0.0384000497397902,65,0.7619047619047619,0.9047619047619048,0.85,0.8388888888888889,0.05884801559338613,1
3.085472742716471,0.010450862252002558,0.7213523387908936,0.12047946417529835,,0.04,entropy,log2,1000,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.04, 'classify__criterion': 'entropy', 'classify__max_features': 'log2', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.7551820728291316,0.9043290043290044,0.849624060150376,0.8363783791028373,0.0616051288111998,1,0.8363636363636364,0.8909090909090909,0.9299999999999999,0.8857575757575757,0.0384000497397902,65,0.7619047619047619,0.9047619047619048,0.85,0.8388888888888889,0.05884801559338613,1
2.766637166341146,0.06659704399228641,0.8553067048390707,0.09137593272986977,,0.04,log_loss,sqrt,1000,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.04, 'classify__criterion': 'log_loss', 'classify__max_features': 'sqrt', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.7551820728291316,0.9043290043290044,0.849624060150376,0.8363783791028373,0.0616051288111998,1,0.8363636363636364,0.8909090909090909,0.9299999999999999,0.8857575757575757,0.0384000497397902,65,0.7619047619047619,0.9047619047619048,0.85,0.8388888888888889,0.05884801559338613,1
2.9732940196990967,0.10146078482881735,0.7575937906901041,0.05242507597930395,,0.04,log_loss,sqrt,1000,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.04, 'classify__criterion': 'log_loss', 'classify__max_features': 'sqrt', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.7551820728291316,0.9043290043290044,0.849624060150376,0.8363783791028373,0.0616051288111998,1,0.8363636363636364,0.8909090909090909,0.9299999999999999,0.8857575757575757,0.0384000497397902,65,0.7619047619047619,0.9047619047619048,0.85,0.8388888888888889,0.05884801559338613,1
3.018533627192179,0.23966462316791484,0.902202288309733,0.17657216296289505,,0.0,entropy,log2,1000,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.0, 'classify__criterion': 'entropy', 'classify__max_features': 'log2', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.7551820728291316,0.9043290043290044,0.849624060150376,0.8363783791028373,0.0616051288111998,1,0.8363636363636364,0.8909090909090909,0.9299999999999999,0.8857575757575757,0.0384000497397902,65,0.7619047619047619,0.9047619047619048,0.85,0.8388888888888889,0.05884801559338613,1
3.2521751721700034,0.6119503173215928,0.9112580617268881,0.18173541522327055,,0.0,entropy,log2,1000,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.0, 'classify__criterion': 'entropy', 'classify__max_features': 'log2', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.7551820728291316,0.9043290043290044,0.849624060150376,0.8363783791028373,0.0616051288111998,1,0.8363636363636364,0.8909090909090909,0.9299999999999999,0.8857575757575757,0.0384000497397902,65,0.7619047619047619,0.9047619047619048,0.85,0.8388888888888889,0.05884801559338613,1
2.892295757929484,0.1630860280620717,0.660041888554891,0.07740120843860629,,0.04,entropy,sqrt,1000,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.04, 'classify__criterion': 'entropy', 'classify__max_features': 'sqrt', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.7551820728291316,0.9043290043290044,0.849624060150376,0.8363783791028373,0.0616051288111998,1,0.8363636363636364,0.8909090909090909,0.9299999999999999,0.8857575757575757,0.0384000497397902,65,0.7619047619047619,0.9047619047619048,0.85,0.8388888888888889,0.05884801559338613,1
2.867122173309326,0.17612510289050773,0.7749420801798502,0.1469279069946875,,0.04,entropy,sqrt,1000,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.04, 'classify__criterion': 'entropy', 'classify__max_features': 'sqrt', 'classify__n_estimators': 1000, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.7551820728291316,0.9043290043290044,0.849624060150376,0.8363783791028373,0.0616051288111998,1,0.8363636363636364,0.8909090909090909,0.9299999999999999,0.8857575757575757,0.0384000497397902,65,0.7619047619047619,0.9047619047619048,0.85,0.8388888888888889,0.05884801559338613,1
