mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_classify__n_components,param_classify__shrinkage,param_classify__solver,param_classify__store_covariance,param_classify__tol,param_select,param_transform,params,split0_test_f1_weighted_scorer,split1_test_f1_weighted_scorer,mean_test_f1_weighted_scorer,std_test_f1_weighted_scorer,rank_test_f1_weighted_scorer,split0_test_roc_auc_scorer,split1_test_roc_auc_scorer,mean_test_roc_auc_scorer,std_test_roc_auc_scorer,rank_test_roc_auc_scorer,split0_test_accuracy_scorer,split1_test_accuracy_scorer,mean_test_accuracy_scorer,std_test_accuracy_scorer,rank_test_accuracy_scorer
0.012006521224975586,0.00029397010803222656,0.008475422859191895,0.00011360645294189453,,1,auto,eigen,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 'auto', 'classify__solver': 'eigen', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.6169058364180315,0.6927125506072874,0.6548091935126594,0.03790335709462794,1,0.6577540106951871,0.6058201058201058,0.6317870582576465,0.025966952437540658,9,0.6153846153846154,0.6923076923076923,0.6538461538461539,0.038461538461538436,1
0.009917736053466797,0.0002758502960205078,0.008209466934204102,7.414817810058594e-05,,1,auto,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 'auto', 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.6169058364180315,0.6927125506072874,0.6548091935126594,0.03790335709462794,1,0.6577540106951871,0.6058201058201058,0.6317870582576465,0.025966952437540658,9,0.6153846153846154,0.6923076923076923,0.6538461538461539,0.038461538461538436,1
0.08573341369628906,0.0010159015655517578,0.0075397491455078125,0.00016927719116210938,,,auto,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': None, 'classify__shrinkage': 'auto', 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.6169058364180315,0.6927125506072874,0.6548091935126594,0.03790335709462794,1,0.6577540106951871,0.6058201058201058,0.6317870582576465,0.025966952437540658,9,0.6153846153846154,0.6923076923076923,0.6538461538461539,0.038461538461538436,1
0.02396070957183838,0.010314345359802246,0.009329438209533691,0.0006030797958374023,,,auto,eigen,True,0.0001,,,"{'balance': None, 'classify__n_components': None, 'classify__shrinkage': 'auto', 'classify__solver': 'eigen', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.6169058364180315,0.6927125506072874,0.6548091935126594,0.03790335709462794,1,0.6577540106951871,0.6058201058201058,0.6317870582576465,0.025966952437540658,9,0.6153846153846154,0.6923076923076923,0.6538461538461539,0.038461538461538436,1
0.0064629316329956055,0.0013200044631958008,0.0065419673919677734,6.222724914550781e-05,,1,0.6,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 0.6, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.6118350996399777,0.6671061305207647,0.6394706150803713,0.0276355154403935,5,0.6577540106951871,0.6111111111111112,0.6344325609031491,0.023321449792037985,1,0.6153846153846154,0.6666666666666666,0.641025641025641,0.025641025641025605,5
0.00828540325164795,0.0018576383590698242,0.006718873977661133,5.984306335449219e-05,,1,0.6,eigen,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 0.6, 'classify__solver': 'eigen', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.6118350996399777,0.6671061305207647,0.6394706150803713,0.0276355154403935,5,0.6577540106951871,0.6111111111111112,0.6344325609031491,0.023321449792037985,1,0.6153846153846154,0.6666666666666666,0.641025641025641,0.025641025641025605,5
0.005810976028442383,0.0012340545654296875,0.006465315818786621,1.6808509826660156e-05,,,0.6,eigen,True,0.0001,,,"{'balance': None, 'classify__n_components': None, 'classify__shrinkage': 0.6, 'classify__solver': 'eigen', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.6118350996399777,0.6671061305207647,0.6394706150803713,0.0276355154403935,5,0.6577540106951871,0.6111111111111112,0.6344325609031491,0.023321449792037985,1,0.6153846153846154,0.6666666666666666,0.641025641025641,0.025641025641025605,5
0.003991246223449707,5.257129669189453e-05,0.005398392677307129,3.826618194580078e-05,,,0.6,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': None, 'classify__shrinkage': 0.6, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.6118350996399777,0.6671061305207647,0.6394706150803713,0.0276355154403935,5,0.6577540106951871,0.6111111111111112,0.6344325609031491,0.023321449792037985,1,0.6153846153846154,0.6666666666666666,0.641025641025641,0.025641025641025605,5
0.015548348426818848,0.0014098882675170898,0.006726503372192383,0.000331878662109375,,1,0.4,eigen,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 0.4, 'classify__solver': 'eigen', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.6118350996399777,0.6410256410256411,0.6264303703328093,0.014595270692831674,9,0.6417112299465241,0.5846560846560847,0.6131836573013043,0.028527572645219712,21,0.6153846153846154,0.6410256410256411,0.6282051282051282,0.012820512820512832,9
0.0085066556930542,0.0033038854598999023,0.008020997047424316,0.00022470951080322266,,1,0.5,lsqr,True,0.0001,,,"{'balance': None, 'classify__n_components': 1, 'classify__shrinkage': 0.5, 'classify__solver': 'lsqr', 'classify__store_covariance': True, 'classify__tol': 0.0001, 'select': None, 'transform': None}",0.6118350996399777,0.6410256410256411,0.6264303703328093,0.014595270692831674,9,0.6524064171122994,0.5978835978835979,0.6251450074979487,0.02726140961435075,13,0.6153846153846154,0.6410256410256411,0.6282051282051282,0.012820512820512832,9
