Population Definition Reported,Cell Number Unit,Count,Unique_Studies,Unique_Patients,Unique_Timepoints,Timepoints_List,Study_IDs_List
"CD14+, HLA-DR+, CD16-, CD62L-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16-, CD62L+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16-, CD11b-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16-, CD11b+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16+, SLAN-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16+, SLAN+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16+, CX3CR1-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16+, CX3CR1+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16+, CD86-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16+, CD86+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16+, CD62L-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16+, CD62L+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16+, CD11b-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16+, CD11b+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16-, CX3CR1-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16-, SLAN+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16-, SLAN-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD16hi, CD11b+ granulocyte",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD20-, HLADR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD20-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD20+, HLADR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD20+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD16lo, CD11b- granulocyte",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD16lo, CD11b+ granulocyte",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD16hi, CD11b- granulocyte",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
CD16- granulocyte,cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD40+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD16+, CD62L- granulocyte",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
CD16+ granulocyte,cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14lo, HLA-DR+, CD16-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14lo, HLA-DR+, CD16+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DRlo, CD16-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DRlo, CD16+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DRhi, CD16-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DRhi CD16+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD27+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3-, CD1c+, CD86-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3-, CD1c+, CD86+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3+, CD1c-, CD40+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3+, CD1c-, CD40-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3+, CD1c-, CD86+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3-, CD1c+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3-, CD1c+, CD2+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3-, CD1c+, CD2-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3-, CD1c+, CD40+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3-, CD1c+, CD40-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, CD2+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3+, CD1c-, CD2+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, CD2-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, CD40+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, CD40-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, CD86+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, CD86-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
SLAN+,cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, ICOS+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
granulocyte,cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3+, CD1c-, CD2-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3+, CD1c-, CD86-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3+, CD1c-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, ICOS+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, ICOS+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4-, CD8+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4-, CD8+, CCR6+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4-, CD8+, CXCR3+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4-, CD8+, CXCR5+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4-, CD8+, ICOS+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4-, CD8+, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2+, CD11c-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2+, CD11c-, CD2+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2+, CD11c-, CD2-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2+, CD11c-, CD40+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2+, CD11c-, CD40-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2+, CD11c-, CD86+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2+, CD11c-, CD86-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"Lin1-, HLA-DR+, BDCA2-, CD11c+, CD1c+",ul,15,2,12,5,"0.0, 7.0, 90.0, 1.0, 28.0","372, 376"
"Lin1-, HLA-DR+, BDCA2-, CD11c+, BDCA3+",ul,15,2,12,5,"0.0, 7.0, 90.0, 1.0, 28.0","372, 376"
"Singlet/WBC/Mono/CD14+/HLADR/CD16+, SLAN-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16+, SLAN+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16+, HLADR-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16+, HLADR+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16+, CD86+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16+, CX3CR1-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16+, CX3CR1+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16+, CD86-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16+, CD11b-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16-, CD11b-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16-, CD11b+",ul,14,1,13,2,"0.0, 180.0",387
Singlet/WBC/Neutro/CD16+,ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16-, CD86+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16-, CD86-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16-, CX3CR1+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16-, CX3CR1-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16-, HLADR+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16-, HLADR-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16-, SLAN+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16-, SLAN-",ul,14,1,13,2,"0.0, 180.0",387
Singlet/WBC/Mono/CD14+/HLADR/CD40+,ul,14,1,13,2,"0.0, 180.0",387
Singlet/WBC/Mono/SLAN+,ul,14,1,13,2,"0.0, 180.0",387
Singlet/WBC/Neutro,ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD14-, CD16-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD16+, CD11b+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2+, CD11c-/CD86+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD14-, CD16+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD14+, CD16-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2+, CD11c-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2+, CD11c-/CD2+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2+, CD11c-/CD2-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2+, CD11c-/CD86-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/BDCA3+, CD1c-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/BDCA3+, CD1c-/CD2+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/BDCA3+, CD1c-/CD2-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/BDCA3+, CD1c-/CD86+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/BDCA3+, CD1c-/CD86-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/BDCA3-, CD1c+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/BDCA3-, CD1c+/CD2+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/BDCA3-, CD1c+/CD2-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/BDCA3-, CD1c+/CD86+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/BDCA3-, CD1c+/CD86-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/CD2+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/CD2-",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/CD86+",ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Lymo/Lin1-DR+/BDCA2-, CD11c+/CD86-",ul,14,1,13,2,"0.0, 180.0",387
Singlet/WBC/Mono/CD14+/HLADR,ul,14,1,13,2,"0.0, 180.0",387
"Singlet/WBC/Mono/CD14+/HLADR/CD14+, CD16+",ul,14,1,13,2,"0.0, 180.0",387
Singlet/WBC/Neutro/CD16-,ul,14,1,13,2,"0.0, 180.0",387
