mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_classify__ccp_alpha,param_classify__criterion,param_classify__max_features,param_classify__n_estimators,param_classify__n_jobs,param_classify__random_state,param_impute,param_select,param_transform,params,split0_test_f1_weighted_scorer,split1_test_f1_weighted_scorer,mean_test_f1_weighted_scorer,std_test_f1_weighted_scorer,rank_test_f1_weighted_scorer,split0_test_roc_auc_scorer,split1_test_roc_auc_scorer,mean_test_roc_auc_scorer,std_test_roc_auc_scorer,rank_test_roc_auc_scorer,split0_test_accuracy_scorer,split1_test_accuracy_scorer,mean_test_accuracy_scorer,std_test_accuracy_scorer,rank_test_accuracy_scorer
0.6349215507507324,0.006596565246582031,0.13893580436706543,0.00122833251953125,,0.0,gini,log2,250,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.0, 'classify__criterion': 'gini', 'classify__max_features': 'log2', 'classify__n_estimators': 250, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.7084745162917024,0.6675645192654943,0.6880195177785984,0.02045499851310406,1,0.7022857142857143,0.6978985507246377,0.700092132505176,0.0021935817805383007,29,0.7176470588235294,0.6745562130177515,0.6961016359206404,0.021545422902888967,1
0.5923974514007568,0.006552696228027344,0.1413191556930542,0.000685572624206543,,0.0,gini,log2,250,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.0, 'classify__criterion': 'gini', 'classify__max_features': 'log2', 'classify__n_estimators': 250, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.7084745162917024,0.6675645192654943,0.6880195177785984,0.02045499851310406,1,0.7022857142857143,0.6978985507246377,0.700092132505176,0.0021935817805383007,29,0.7176470588235294,0.6745562130177515,0.6961016359206404,0.021545422902888967,1
0.6096035242080688,0.004022002220153809,0.14622902870178223,0.004659891128540039,,0.0,gini,sqrt,250,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.0, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 250, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.7084745162917024,0.6675645192654943,0.6880195177785984,0.02045499851310406,1,0.7022857142857143,0.6978985507246377,0.700092132505176,0.0021935817805383007,29,0.7176470588235294,0.6745562130177515,0.6961016359206404,0.021545422902888967,1
0.6078332662582397,0.0058623552322387695,0.14632833003997803,0.005931496620178223,,0.0,gini,sqrt,250,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.0, 'classify__criterion': 'gini', 'classify__max_features': 'sqrt', 'classify__n_estimators': 250, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.7084745162917024,0.6675645192654943,0.6880195177785984,0.02045499851310406,1,0.7022857142857143,0.6978985507246377,0.700092132505176,0.0021935817805383007,29,0.7176470588235294,0.6745562130177515,0.6961016359206404,0.021545422902888967,1
0.2578026056289673,0.01112210750579834,0.07628500461578369,0.00011408329010009766,,0.02,log_loss,sqrt,100,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.02, 'classify__criterion': 'log_loss', 'classify__max_features': 'sqrt', 'classify__n_estimators': 100, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.6991631543583164,0.6728873848722646,0.6860252696152905,0.013137884743025907,5,0.7069285714285715,0.6939130434782609,0.7004208074534162,0.00650776397515529,21,0.7058823529411765,0.6804733727810651,0.6931778628611208,0.012704490080055697,5
0.28343260288238525,0.004228472709655762,0.08893132209777832,0.010279417037963867,,0.02,log_loss,sqrt,100,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.02, 'classify__criterion': 'log_loss', 'classify__max_features': 'sqrt', 'classify__n_estimators': 100, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.6991631543583164,0.6728873848722646,0.6860252696152905,0.013137884743025907,5,0.7069285714285715,0.6939130434782609,0.7004208074534162,0.00650776397515529,21,0.7058823529411765,0.6804733727810651,0.6931778628611208,0.012704490080055697,5
0.2785518169403076,0.0035469532012939453,0.07706153392791748,0.0010737180709838867,,0.02,entropy,sqrt,100,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.02, 'classify__criterion': 'entropy', 'classify__max_features': 'sqrt', 'classify__n_estimators': 100, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.6991631543583164,0.6728873848722646,0.6860252696152905,0.013137884743025907,5,0.7069285714285715,0.6939130434782609,0.7004208074534162,0.00650776397515529,21,0.7058823529411765,0.6804733727810651,0.6931778628611208,0.012704490080055697,5
0.23531675338745117,0.014991283416748047,0.08867073059082031,0.000667572021484375,,0.02,entropy,sqrt,100,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.02, 'classify__criterion': 'entropy', 'classify__max_features': 'sqrt', 'classify__n_estimators': 100, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.6991631543583164,0.6728873848722646,0.6860252696152905,0.013137884743025907,5,0.7069285714285715,0.6939130434782609,0.7004208074534162,0.00650776397515529,21,0.7058823529411765,0.6804733727810651,0.6931778628611208,0.012704490080055697,5
0.2731829881668091,0.0018066167831420898,0.07580888271331787,0.0007432699203491211,,0.02,entropy,log2,100,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.02, 'classify__criterion': 'entropy', 'classify__max_features': 'log2', 'classify__n_estimators': 100, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.6991631543583164,0.6728873848722646,0.6860252696152905,0.013137884743025907,5,0.7069285714285715,0.6939130434782609,0.7004208074534162,0.00650776397515529,21,0.7058823529411765,0.6804733727810651,0.6931778628611208,0.012704490080055697,5
0.2637155055999756,0.003736257553100586,0.08417105674743652,0.0066564083099365234,,0.02,entropy,log2,100,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.02, 'classify__criterion': 'entropy', 'classify__max_features': 'log2', 'classify__n_estimators': 100, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.6991631543583164,0.6728873848722646,0.6860252696152905,0.013137884743025907,5,0.7069285714285715,0.6939130434782609,0.7004208074534162,0.00650776397515529,21,0.7058823529411765,0.6804733727810651,0.6931778628611208,0.012704490080055697,5
0.26932573318481445,0.002084970474243164,0.07526195049285889,0.00018870830535888672,,0.02,log_loss,log2,100,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.02, 'classify__criterion': 'log_loss', 'classify__max_features': 'log2', 'classify__n_estimators': 100, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.6991631543583164,0.6728873848722646,0.6860252696152905,0.013137884743025907,5,0.7069285714285715,0.6939130434782609,0.7004208074534162,0.00650776397515529,21,0.7058823529411765,0.6804733727810651,0.6931778628611208,0.012704490080055697,5
0.27186310291290283,0.010406851768493652,0.08053672313690186,0.002472519874572754,,0.02,log_loss,log2,100,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.02, 'classify__criterion': 'log_loss', 'classify__max_features': 'log2', 'classify__n_estimators': 100, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.6991631543583164,0.6728873848722646,0.6860252696152905,0.013137884743025907,5,0.7069285714285715,0.6939130434782609,0.7004208074534162,0.00650776397515529,21,0.7058823529411765,0.6804733727810651,0.6931778628611208,0.012704490080055697,5
0.13264572620391846,0.010455727577209473,0.057277798652648926,0.00014007091522216797,,0.0,log_loss,,50,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.0, 'classify__criterion': 'log_loss', 'classify__max_features': None, 'classify__n_estimators': 50, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.6871296805326492,0.6809836745392103,0.6840566775359298,0.003073002996719476,13,0.6869285714285714,0.7042028985507247,0.695565734989648,0.008637163561076633,101,0.6941176470588235,0.6863905325443787,0.6902540898016011,0.0038635572572224275,13
0.12991070747375488,0.009426116943359375,0.05580401420593262,0.0016903877258300781,,0.0,log_loss,,50,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.0, 'classify__criterion': 'log_loss', 'classify__max_features': None, 'classify__n_estimators': 50, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.6871296805326492,0.6809836745392103,0.6840566775359298,0.003073002996719476,13,0.6869285714285714,0.7042028985507247,0.695565734989648,0.008637163561076633,101,0.6941176470588235,0.6863905325443787,0.6902540898016011,0.0038635572572224275,13
0.1547185182571411,0.001422286033630371,0.056571245193481445,0.000400543212890625,,0.0,entropy,,50,2,42,,,,"{'balance': None, 'classify__ccp_alpha': 0.0, 'classify__criterion': 'entropy', 'classify__max_features': None, 'classify__n_estimators': 50, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': None, 'select': None, 'transform': None}",0.6871296805326492,0.6809836745392103,0.6840566775359298,0.003073002996719476,13,0.6869285714285714,0.7042028985507247,0.695565734989648,0.008637163561076633,101,0.6941176470588235,0.6863905325443787,0.6902540898016011,0.0038635572572224275,13
0.13520753383636475,0.016390442848205566,0.05613136291503906,0.0009357929229736328,,0.0,entropy,,50,2,42,SimpleImputer(strategy='median'),,,"{'balance': None, 'classify__ccp_alpha': 0.0, 'classify__criterion': 'entropy', 'classify__max_features': None, 'classify__n_estimators': 50, 'classify__n_jobs': 2, 'classify__random_state': 42, 'impute': SimpleImputer(strategy='median'), 'select': None, 'transform': None}",0.6871296805326492,0.6809836745392103,0.6840566775359298,0.003073002996719476,13,0.6869285714285714,0.7042028985507247,0.695565734989648,0.008637163561076633,101,0.6941176470588235,0.6863905325443787,0.6902540898016011,0.0038635572572224275,13
